complaint_id,customer_id,complaint_date,category,severity,status,resolution_days
CP978,C10673,2025-10-25,Pricing,Low,Resolved,20
CP979,C10447,2026-07-25,Account,Low,Resolved,3
CP980,C10607,2025-03-08,Technical,Low,Resolved,4
CP981,C10687,2025-04-05,Account,Low,Pending,10
CP982,C10722,2026-07-20,Service,High,Resolved,14
CP983,C10421,2025-10-08,Account,High,Resolved,3
CP984,C10434,2025-06-24,Pricing,Medium,Open,22
CP985,C10635,2026-06-29,Payment,High,Open,17
CP986,C10403,2025-04-01,Account,Medium,Resolved,16
CP987,C10820,2025-07-07,Technical,Low,Resolved,6
CP988,C10001,2026-01-10,Technical,High,Resolved,24
CP989,C10597,2025-03-02,Service,Low,Open,5
CP990,C10059,2026-08-24,Payment,Low,Resolved,25
CP991,C10210,2026-06-26,Pricing,Low,Pending,22
CP992,C10196,2025-09-26,Account,Low,Pending,28
CP993,C10437,2026-01-28,Pricing,Medium,Resolved,21
CP994,C10095,2026-07-15,Technical,High,Resolved,14
CP995,C10970,2026-06-10,Payment,Low,Resolved,13
CP996,C10599,2026-02-15,Payment,Medium,Pending,29
CP997,C10279,2025-05-11,Technical,Low,Resolved,1
CP998,C10933,2025-11-19,Technical,High,Pending,15
CP999,C10345,2025-07-28,Account,Medium,Pending,24
CP1000,C10838,2025-01-24,Account,Medium,Open,5
CP1001,C10791,2025-09-20,Payment,Low,Pending,6
CP1002,C10056,2026-02-05,Account,Medium,Pending,1
CP1003,C10627,2026-04-07,Account,Medium,Open,16
CP1004,C10868,2026-01-15,Service,High,Resolved,30
CP1005,C10724,2025-12-19,Pricing,Low,Open,21
CP1006,C10460,2025-10-25,Service,Low,Open,23
CP1007,C10898,2025-01-10,Technical,High,Pending,3
CP1008,C10022,2026-03-08,Service,High,Resolved,14
CP1009,C10426,2025-01-17,Service,Medium,Pending,22
CP1010,C10214,2026-08-20,Payment,Low,Resolved,30
CP1011,C10925,2025-05-01,Technical,Medium,Open,7
CP1012,C10855,2025-10-19,Service,High,Open,12
CP1013,C10991,2026-06-13,Account,Low,Resolved,23
CP1014,C10353,2026-06-26,Technical,Low,Open,23
CP1015,C10073,2025-01-26,Delivery,Low,Resolved,6
CP1016,C10162,2026-07-08,Service,Low,Resolved,25
CP1017,C10664,2026-07-30,Service,Medium,Resolved,23
CP1018,C10778,2025-08-27,Service,High,Resolved,23
CP1019,C10005,2025-06-22,Technical,Low,Pending,15
CP1020,C10643,2026-07-22,Pricing,Low,Resolved,8
CP1021,C10832,2026-02-28,Account,Low,Open,28
CP1022,C10818,2025-02-28,Account,High,Open,28
CP1023,C10662,2026-04-22,Service,Low,Resolved,28
CP1024,C10557,2025-10-11,Account,Medium,Resolved,30
CP1025,C10947,2025-05-28,Service,Medium,Resolved,16
CP1026,C10162,2026-01-05,Pricing,Medium,Open,18
CP1027,C10058,2026-01-07,Delivery,Medium,Resolved,6
CP1028,C10200,2025-03-19,Technical,Low,Open,22
CP1029,C10062,2025-12-09,Service,Low,Pending,24
CP1030,C10118,2026-08-14,Delivery,Low,Resolved,9
CP1031,C10763,2026-04-03,Service,Medium,Pending,17
CP1032,C10081,2025-06-30,Delivery,Low,Resolved,21
CP1033,C10801,2025-01-11,Pricing,High,Resolved,5
CP1034,C10781,2025-05-06,Payment,Medium,Resolved,11
CP1035,C10420,2026-03-06,Service,Medium,Resolved,22
CP1036,C10678,2026-03-15,Delivery,Medium,Resolved,4
CP1037,C10531,2026-07-02,Delivery,Medium,Pending,29
CP1038,C10996,2026-08-07,Pricing,Low,Open,25
CP1039,C10789,2025-10-07,Delivery,Low,Resolved,20
CP1040,C10687,2026-06-26,Technical,Medium,Open,5
CP1041,C10232,2025-11-25,Delivery,High,Resolved,21
CP1042,C10378,2025-03-14,Payment,Medium,Resolved,8
CP1043,C10840,2026-05-10,Account,Medium,Open,28
CP1044,C10623,2025-01-03,Account,Low,Pending,7
CP1045,C10665,2026-06-26,Pricing,Medium,Resolved,28
CP1046,C10955,2026-03-11,Pricing,Low,Resolved,29
CP1047,C10884,2025-09-21,Pricing,High,Open,6
CP1048,C10131,2025-10-11,Delivery,High,Resolved,22
CP1049,C10561,2026-04-11,Delivery,Medium,Resolved,12
CP1050,C10174,2026-02-14,Pricing,High,Resolved,10
CP1051,C10804,2026-06-30,Technical,Low,Resolved,20
CP1052,C10023,2026-05-24,Account,Medium,Resolved,23
CP1053,C10932,2025-12-19,Payment,Medium,Resolved,5
CP1054,C10830,2025-01-18,Payment,Low,Resolved,27
CP1055,C10927,2025-07-29,Delivery,Low,Open,15
CP1056,C10321,2026-07-29,Service,Low,Resolved,19
CP1057,C10489,2026-07-02,Pricing,Low,Pending,8
CP1058,C10717,2026-06-09,Technical,High,Resolved,5
CP1059,C10514,2026-03-12,Technical,Medium,Resolved,4
CP1060,C10964,2025-04-08,Payment,Medium,Resolved,6
CP1061,C10373,2025-07-12,Technical,High,Pending,23
CP1062,C10276,2025-02-04,Technical,Low,Resolved,4
CP1063,C10821,2025-02-17,Pricing,Low,Resolved,5
CP1064,C10550,2026-01-29,Service,Medium,Resolved,22
CP1065,C10992,2026-03-26,Delivery,High,Pending,9
CP1066,C10894,2026-04-28,Payment,Low,Resolved,20
CP1067,C10369,2026-06-18,Technical,Medium,Pending,22
CP1068,C10759,2025-11-19,Payment,Medium,Resolved,21
CP1069,C10041,2025-10-22,Pricing,Medium,Resolved,8
CP1070,C10763,2025-07-26,Technical,Medium,Resolved,14
CP1071,C10318,2025-06-12,Account,Medium,Resolved,29
CP1072,C10799,2025-09-10,Account,High,Pending,7
CP1073,C10583,2026-08-04,Pricing,Low,Open,10
CP1074,C10667,2026-04-01,Account,Medium,Open,1
CP1075,C10642,2025-04-04,Technical,Low,Resolved,15
CP1076,C10951,2025-12-05,Technical,Low,Resolved,12
CP1077,C10116,2026-08-24,Delivery,Low,Pending,30
CP1078,C10433,2025-07-13,Account,Medium,Open,14
CP1079,C10959,2025-10-14,Technical,Low,Pending,5
CP1080,C10243,2025-04-12,Payment,Medium,Open,8
CP1081,C10452,2025-02-03,Payment,Medium,Open,8
CP1082,C10493,2026-06-15,Service,Medium,Resolved,9
CP1083,C10086,2025-08-25,Technical,Medium,Pending,18
CP1084,C10642,2026-05-06,Delivery,High,Resolved,13
CP1085,C10405,2025-04-03,Payment,Low,Open,25
CP1086,C10960,2025-08-12,Delivery,Low,Resolved,18
CP1087,C10969,2026-08-16,Pricing,Medium,Resolved,3
CP1088,C10142,2025-08-03,Delivery,Low,Resolved,15
CP1089,C10862,2026-05-04,Pricing,Low,Resolved,12
CP1090,C10258,2026-01-08,Payment,Low,Open,17
CP1091,C10221,2026-07-16,Technical,Low,Open,29
CP1092,C10228,2025-03-04,Service,Medium,Pending,30
CP1093,C10140,2026-06-04,Pricing,Low,Resolved,22
CP1094,C10904,2026-06-17,Technical,High,Resolved,5
CP1095,C10008,2026-01-19,Account,Low,Resolved,14
CP1096,C10912,2026-05-28,Account,High,Resolved,21
CP1097,C10374,2025-08-12,Delivery,Low,Resolved,29
CP1098,C10159,2026-04-13,Account,Medium,Resolved,21
CP1099,C10564,2025-02-03,Service,Low,Open,10
CP1100,C10828,2026-07-03,Account,Low,Resolved,22
CP1101,C10748,2026-06-18,Pricing,Low,Open,7
CP1102,C10806,2026-06-23,Pricing,Low,Open,4
CP1103,C10885,2026-07-31,Payment,High,Resolved,9
CP1104,C10005,2025-05-03,Delivery,Low,Resolved,28
CP1105,C10239,2026-02-26,Account,High,Resolved,11
CP1106,C10112,2025-11-17,Payment,High,Resolved,6
CP1107,C10146,2025-01-13,Pricing,High,Open,5
CP1108,C10979,2025-10-29,Payment,Medium,Pending,17
CP1109,C10887,2026-07-09,Technical,Medium,Resolved,18
CP1110,C10077,2026-01-31,Delivery,Medium,Open,10
CP1111,C10888,2025-12-13,Payment,Medium,Resolved,25
CP1112,C10915,2026-01-05,Pricing,High,Open,25
CP1113,C10899,2025-11-24,Account,Low,Resolved,19
CP1114,C10776,2026-05-16,Service,Medium,Open,12
CP1115,C10975,2026-04-08,Account,Medium,Resolved,16
CP1116,C10852,2025-01-13,Service,High,Resolved,7
CP1117,C10640,2025-09-09,Technical,Low,Resolved,12
CP1118,C10526,2025-03-13,Payment,Low,Resolved,29
CP1119,C10144,2026-02-08,Delivery,Medium,Pending,21
CP1120,C10184,2025-11-05,Delivery,Low,Resolved,7
CP1121,C10510,2025-06-19,Pricing,Low,Resolved,29
CP1122,C10499,2025-06-20,Service,Low,Resolved,9
CP1123,C10862,2025-03-01,Delivery,Low,Resolved,16
CP1124,C10471,2025-09-14,Service,Low,Pending,17
CP1125,C10525,2025-09-15,Account,Medium,Open,18
CP1126,C10656,2025-10-07,Service,High,Resolved,3
CP1127,C10289,2025-12-26,Delivery,Low,Resolved,12
CP1128,C10579,2026-02-11,Account,Low,Open,11
CP1129,C10036,2025-03-31,Payment,Low,Resolved,9
CP1130,C10562,2025-04-21,Service,High,Pending,2
CP1131,C10505,2025-08-28,Pricing,High,Open,22
CP1132,C10969,2025-02-13,Service,Low,Resolved,28
CP1133,C10220,2025-06-05,Delivery,Low,Resolved,3
CP1134,C10789,2026-07-27,Service,Low,Resolved,22
CP1135,C10548,2025-02-25,Technical,Low,Resolved,30
CP1136,C10022,2026-06-06,Technical,Medium,Open,13
CP1137,C10793,2026-05-20,Payment,Low,Open,27
CP1138,C10355,2026-02-01,Account,High,Resolved,25
CP1139,C10493,2025-03-15,Service,Medium,Resolved,4
CP1140,C10285,2026-05-19,Payment,Low,Resolved,2
CP1141,C10852,2026-08-29,Account,Low,Open,16
CP1142,C10947,2026-05-30,Payment,Medium,Resolved,13
CP1143,C10352,2026-01-11,Technical,Medium,Pending,14
CP1144,C10200,2026-08-17,Technical,Medium,Resolved,27
CP1145,C10476,2025-01-19,Service,Medium,Open,29
CP1146,C10234,2026-05-06,Payment,Medium,Open,22
CP1147,C10906,2025-01-18,Delivery,Medium,Resolved,8
CP1148,C10047,2025-05-09,Account,Low,Resolved,15
CP1149,C10723,2025-06-24,Pricing,Medium,Resolved,30
CP1150,C10695,2025-05-21,Payment,Low,Open,26
CP1151,C10685,2025-12-24,Payment,Low,Resolved,23
CP1152,C10842,2025-03-30,Payment,Low,Pending,13
CP1153,C10138,2025-06-06,Payment,High,Resolved,9
CP1154,C10709,2026-03-31,Service,Low,Resolved,26
CP1155,C10619,2025-03-13,Technical,Medium,Resolved,2
CP1156,C10878,2025-11-15,Technical,Medium,Resolved,18
CP1157,C10565,2025-02-13,Delivery,Low,Resolved,28
CP1158,C10797,2025-09-03,Technical,Medium,Resolved,8
CP1159,C10638,2025-12-24,Delivery,Low,Resolved,11
CP1160,C10634,2025-04-08,Pricing,Low,Resolved,22
CP1161,C10223,2025-07-23,Account,High,Open,4
CP1162,C10714,2025-07-12,Technical,Low,Resolved,4
CP1163,C10109,2026-03-30,Pricing,Low,Resolved,14
CP1164,C10163,2026-04-30,Pricing,Medium,Resolved,3
CP1165,C10830,2025-07-02,Account,Low,Resolved,22
CP1166,C10584,2026-03-21,Payment,High,Resolved,13
CP1167,C10731,2025-07-27,Delivery,Medium,Resolved,2
CP1168,C10355,2025-08-30,Service,Low,Resolved,11
CP1169,C10465,2025-02-21,Delivery,Low,Open,7
CP1170,C10003,2026-03-24,Delivery,Low,Resolved,14
CP1171,C10322,2025-06-30,Account,Medium,Resolved,30
CP1172,C10244,2026-01-10,Delivery,Low,Resolved,6
CP1173,C10764,2025-07-31,Service,Medium,Resolved,11
CP1174,C10957,2025-04-21,Technical,Medium,Resolved,6
CP1175,C10661,2025-08-29,Service,Low,Resolved,4
CP1176,C10304,2026-02-02,Service,Low,Open,4
CP1177,C10276,2025-11-20,Service,Medium,Open,26
CP1178,C10267,2025-10-08,Account,High,Resolved,22
CP1179,C10518,2025-06-12,Account,Low,Resolved,17
CP1180,C10193,2025-06-16,Pricing,High,Resolved,26
CP1181,C10495,2026-06-04,Pricing,Medium,Resolved,10
CP1182,C10735,2025-11-01,Payment,Low,Pending,19
CP1183,C10529,2025-09-21,Delivery,Low,Resolved,28
CP1184,C10070,2025-01-27,Delivery,Medium,Resolved,3
CP1185,C10084,2025-08-06,Account,Medium,Open,28
CP1186,C10605,2025-12-28,Technical,Medium,Open,28
CP1187,C10741,2025-11-19,Account,Low,Open,18
CP1188,C10642,2025-08-25,Account,Low,Resolved,11
CP1189,C10120,2025-08-21,Technical,Low,Open,7
CP1190,C10372,2025-08-31,Account,Low,Open,2
CP1191,C10333,2025-01-04,Service,Low,Resolved,19
CP1192,C10903,2026-06-21,Account,Low,Open,27
CP1193,C10625,2025-03-02,Pricing,Low,Open,17
CP1194,C10870,2026-05-18,Account,Medium,Pending,20
CP1195,C10474,2026-08-07,Account,Low,Resolved,9
CP1196,C10498,2026-04-02,Payment,Medium,Pending,15
CP1197,C10863,2025-09-15,Technical,Low,Resolved,13
CP1198,C10645,2026-02-19,Account,High,Resolved,10
CP1199,C10675,2026-07-14,Service,Medium,Resolved,26
CP1200,C10438,2026-05-08,Pricing,Low,Resolved,10
CP1201,C10372,2026-04-18,Pricing,High,Resolved,7
CP1202,C10150,2025-12-18,Account,Medium,Resolved,16
CP1203,C10779,2025-08-20,Delivery,Low,Open,2
CP1204,C10857,2025-05-28,Payment,High,Open,3
CP1205,C10728,2025-05-07,Technical,Medium,Open,10
CP1206,C10948,2025-06-16,Account,Low,Open,6
CP1207,C10139,2025-06-24,Payment,Medium,Resolved,29
CP1208,C10157,2026-03-31,Delivery,Low,Resolved,18
CP1209,C10696,2025-06-25,Technical,Low,Resolved,18
CP1210,C10584,2026-08-17,Technical,Low,Resolved,12
CP1211,C10393,2025-04-08,Account,Low,Pending,20
CP1212,C10725,2026-07-17,Technical,High,Open,29
CP1213,C10199,2025-12-31,Account,Low,Resolved,17
CP1214,C10744,2025-05-18,Service,Low,Resolved,28
CP1215,C10375,2026-07-18,Payment,Low,Resolved,18
CP1216,C10251,2025-03-08,Payment,Low,Resolved,23
CP1217,C10453,2025-06-16,Technical,High,Resolved,30
CP1218,C10142,2025-03-22,Account,Medium,Resolved,3
CP1219,C10107,2026-03-07,Delivery,Low,Resolved,30
CP1220,C10511,2025-02-24,Service,Low,Resolved,1
CP1221,C10522,2026-02-21,Technical,Low,Resolved,2
CP1222,C10462,2026-05-04,Pricing,Low,Open,15
CP1223,C10455,2026-05-20,Payment,Medium,Resolved,3
CP1224,C10169,2026-08-22,Payment,High,Resolved,3
CP1225,C10326,2026-08-01,Account,Low,Resolved,10
CP1226,C10432,2026-05-18,Service,High,Resolved,17
CP1227,C10712,2026-05-01,Technical,Low,Open,11
CP1228,C10275,2025-05-09,Account,High,Pending,25
CP1229,C10200,2025-11-11,Account,High,Resolved,17
CP1230,C10575,2025-05-03,Account,Low,Pending,9
CP1231,C10216,2025-06-24,Service,Medium,Pending,20
CP1232,C10887,2025-12-13,Service,Medium,Open,19
CP1233,C10942,2025-10-09,Payment,Low,Open,22
CP1234,C10174,2025-02-06,Pricing,Low,Resolved,22
CP1235,C10335,2025-08-12,Pricing,Low,Pending,19
CP1236,C10409,2026-05-13,Service,Medium,Resolved,29
CP1237,C10997,2026-03-24,Delivery,Medium,Open,21
CP1238,C10784,2025-11-01,Pricing,Medium,Resolved,23
CP1239,C10390,2025-04-06,Technical,Medium,Resolved,16
CP1240,C10701,2025-01-11,Technical,Low,Open,7
CP1241,C10019,2025-11-07,Technical,Medium,Resolved,7
CP1242,C10491,2026-08-30,Delivery,Low,Resolved,27
CP1243,C10198,2026-07-17,Service,Medium,Pending,24
CP1244,C10292,2025-07-25,Service,High,Pending,25
CP1245,C10910,2025-03-06,Delivery,High,Resolved,25
CP1246,C10967,2026-01-15,Delivery,Medium,Resolved,11
CP1247,C10594,2025-07-28,Account,Low,Pending,27
CP1248,C10718,2025-05-10,Service,Medium,Pending,19
CP1249,C10969,2025-07-25,Payment,High,Resolved,22
CP1250,C10247,2025-11-11,Payment,Low,Open,28
CP1251,C10395,2025-06-29,Pricing,Low,Pending,18
CP1252,C10073,2026-06-02,Service,Medium,Resolved,16
CP1253,C10879,2026-07-02,Service,Medium,Resolved,27
CP1254,C10458,2025-07-11,Payment,Low,Resolved,30
CP1255,C10691,2026-05-07,Payment,High,Resolved,5
CP1256,C10602,2026-08-06,Technical,Medium,Open,2
CP1257,C10893,2025-02-15,Payment,Medium,Pending,7
CP1258,C10680,2025-10-29,Delivery,Low,Resolved,23
CP1259,C10710,2026-06-24,Delivery,Low,Resolved,3
CP1260,C10583,2025-08-27,Service,Medium,Resolved,29
CP1261,C10235,2026-05-30,Payment,Low,Resolved,18
CP1262,C10108,2025-06-11,Service,Low,Pending,16
CP1263,C10728,2026-03-03,Account,Medium,Resolved,10
CP1264,C10651,2026-07-14,Delivery,Low,Resolved,3
CP1265,C10367,2025-05-18,Pricing,Medium,Open,26
CP1266,C10136,2025-12-23,Technical,Low,Resolved,15
CP1267,C10796,2025-01-20,Account,Low,Open,3
CP1268,C10675,2025-10-08,Pricing,Low,Open,15
CP1269,C10537,2026-07-21,Technical,High,Open,2
CP1270,C10032,2025-04-23,Account,Low,Resolved,7
CP1271,C10676,2025-11-30,Account,Low,Open,14
CP1272,C10325,2025-03-29,Pricing,Medium,Pending,7
CP1273,C10703,2025-07-04,Pricing,Low,Pending,14
CP1274,C10081,2025-06-12,Account,Medium,Open,7
CP1275,C10276,2025-11-04,Pricing,Low,Resolved,18
CP1276,C10012,2026-05-07,Pricing,Low,Resolved,22
CP1277,C10289,2026-02-06,Technical,Medium,Resolved,25
CP1278,C10236,2025-07-08,Technical,Low,Resolved,6
CP1279,C10915,2025-12-14,Technical,Medium,Open,7
CP1280,C10733,2025-02-04,Delivery,Medium,Resolved,27
CP1281,C10942,2026-04-27,Delivery,Low,Open,25
CP1282,C10952,2026-05-05,Pricing,Low,Resolved,24
CP1283,C10228,2026-07-24,Pricing,Medium,Open,6
CP1284,C10294,2026-07-22,Account,Medium,Resolved,20
CP1285,C10061,2025-08-13,Account,Medium,Resolved,28
CP1286,C10138,2025-08-10,Service,Low,Resolved,22
CP1287,C10515,2025-08-28,Delivery,Medium,Resolved,10
CP1288,C10773,2026-08-14,Service,Medium,Pending,17
CP1289,C10832,2026-02-25,Technical,Medium,Resolved,25
CP1290,C10259,2025-10-04,Delivery,Medium,Resolved,30
CP1291,C10157,2026-01-31,Payment,Medium,Resolved,16
CP1292,C10604,2026-08-22,Delivery,Low,Open,6
CP1293,C10361,2026-01-13,Technical,Low,Open,7
CP1294,C10381,2026-06-26,Payment,Medium,Resolved,9
CP1295,C10133,2025-10-24,Technical,Low,Resolved,30
CP1296,C10077,2026-07-01,Pricing,High,Open,22
CP1297,C10606,2026-03-09,Delivery,Medium,Resolved,5
CP1298,C10456,2025-11-12,Pricing,Medium,Open,27
CP1299,C10863,2025-08-26,Delivery,Medium,Resolved,15
CP1300,C10369,2025-02-23,Account,Low,Resolved,27
CP1301,C10279,2026-04-29,Delivery,Medium,Resolved,30
CP1302,C10846,2025-06-25,Delivery,Medium,Resolved,26
CP1303,C10468,2026-01-06,Payment,Low,Open,5
CP1304,C10220,2025-05-23,Account,High,Pending,28
CP1305,C10660,2026-01-14,Account,Low,Open,6
CP1306,C10816,2025-01-23,Service,High,Resolved,19
CP1307,C10054,2025-04-09,Service,Low,Open,13
CP1308,C10558,2025-04-16,Service,Low,Resolved,20
CP1309,C10509,2025-03-19,Delivery,Medium,Resolved,1
CP1310,C10209,2025-06-01,Payment,Low,Resolved,12
CP1311,C10620,2026-07-13,Service,High,Resolved,28
CP1312,C10683,2025-09-21,Delivery,High,Pending,17
CP1313,C10473,2025-01-19,Payment,Medium,Open,19
CP1314,C10343,2025-12-25,Technical,Medium,Open,4
CP1315,C10807,2025-08-05,Payment,Low,Resolved,2
CP1316,C10402,2026-05-10,Pricing,Medium,Resolved,12
CP1317,C10960,2026-02-17,Payment,Low,Pending,10
CP1318,C10789,2025-11-21,Delivery,Low,Pending,7
CP1319,C10217,2025-07-24,Service,Low,Resolved,29
CP1320,C10520,2025-03-14,Technical,Low,Pending,27
CP1321,C10625,2025-08-28,Service,Low,Open,10
CP1322,C10899,2026-03-25,Payment,Medium,Resolved,19
CP1323,C10772,2025-07-16,Pricing,Low,Resolved,14
CP1324,C10552,2025-12-08,Account,Low,Resolved,1
CP1325,C10136,2025-03-08,Pricing,Low,Open,11
CP1326,C10668,2025-05-12,Pricing,High,Open,1
CP1327,C10895,2025-12-27,Payment,Low,Resolved,16
CP1328,C10041,2025-07-04,Account,Low,Resolved,2
CP1329,C10317,2025-02-13,Payment,Low,Open,16
CP1330,C10046,2025-11-05,Account,Low,Resolved,12
CP1331,C10371,2025-12-16,Payment,Medium,Resolved,27
CP1332,C10429,2025-04-27,Technical,High,Resolved,28
CP1333,C10579,2025-12-24,Delivery,High,Open,9
CP1334,C10464,2025-05-31,Service,Low,Resolved,10
CP1335,C10022,2025-11-17,Pricing,Low,Pending,8
CP1336,C10947,2025-07-31,Account,Low,Pending,22
CP1337,C10767,2025-01-12,Technical,Medium,Resolved,30
CP1338,C10020,2025-07-19,Account,Low,Open,12
CP1339,C10539,2026-01-15,Pricing,Medium,Pending,17
CP1340,C10250,2025-02-26,Pricing,Medium,Open,27
CP1341,C10435,2025-12-27,Delivery,Low,Open,8
CP1342,C10044,2026-04-16,Delivery,Low,Resolved,26
CP1343,C10763,2026-05-09,Delivery,Low,Pending,6
CP1344,C10038,2026-05-15,Pricing,Low,Pending,8
CP1345,C10600,2025-05-19,Account,High,Resolved,16
CP1346,C10316,2025-05-15,Account,Low,Resolved,10
CP1347,C10521,2026-07-17,Payment,Low,Open,18
CP1348,C10215,2025-07-09,Delivery,Low,Pending,23
CP1349,C10412,2025-01-09,Service,Medium,Open,5
CP1350,C10047,2026-06-15,Technical,Medium,Resolved,20
CP1351,C10807,2026-01-03,Delivery,Medium,Resolved,23
CP1352,C10249,2025-08-30,Technical,Low,Open,9
CP1353,C10123,2025-09-21,Delivery,Low,Resolved,18
CP1354,C10769,2026-04-09,Service,Medium,Open,27
CP1355,C10591,2025-10-03,Payment,Low,Resolved,15
CP1356,C10175,2025-12-16,Payment,Low,Open,20
CP1357,C10952,2026-07-07,Pricing,Medium,Resolved,26
CP1358,C10667,2025-11-25,Technical,Low,Resolved,30
CP1359,C10402,2025-02-01,Pricing,High,Resolved,9
CP1360,C10423,2025-03-24,Payment,High,Pending,24
CP1361,C10639,2025-10-03,Pricing,Low,Resolved,23
CP1362,C10952,2026-01-14,Service,Low,Resolved,16
CP1363,C10314,2025-03-06,Pricing,High,Resolved,2
CP1364,C10611,2026-06-11,Delivery,High,Pending,27
CP1365,C10411,2026-04-08,Delivery,High,Resolved,7
CP1366,C10139,2026-08-27,Account,Low,Resolved,19
CP1367,C10259,2026-01-17,Delivery,Medium,Resolved,13
CP1368,C10738,2025-04-05,Account,Low,Resolved,27
CP1369,C10864,2026-07-13,Account,Medium,Resolved,9
CP1370,C10650,2026-01-06,Service,High,Open,30
CP1371,C10791,2025-08-06,Pricing,Low,Resolved,13
CP1372,C10222,2026-05-30,Payment,Low,Resolved,16
CP1373,C10043,2025-12-10,Delivery,Low,Resolved,6
CP1374,C10927,2026-04-08,Technical,Low,Open,28
CP1375,C10730,2025-10-09,Payment,Low,Resolved,7
CP1376,C10110,2025-07-11,Payment,Low,Resolved,14
CP1377,C10414,2025-02-12,Delivery,Low,Resolved,5
CP1378,C10993,2025-05-17,Account,High,Resolved,14
CP1379,C10421,2025-06-10,Technical,Low,Open,25
CP1380,C10295,2026-08-18,Service,Low,Open,13
CP1381,C10137,2026-03-17,Pricing,Low,Pending,3
CP1382,C10632,2025-11-10,Payment,Medium,Resolved,23
CP1383,C10363,2025-07-16,Payment,Low,Resolved,13
CP1384,C10821,2025-06-04,Technical,High,Open,30
CP1385,C10668,2025-08-17,Delivery,Low,Resolved,2
CP1386,C10435,2026-06-28,Technical,Medium,Pending,11
CP1387,C10481,2025-09-25,Delivery,Low,Open,16
CP1388,C10685,2025-08-05,Account,High,Resolved,1
CP1389,C10475,2025-09-07,Service,High,Open,9
CP1390,C10961,2025-10-24,Delivery,Medium,Pending,17
CP1391,C10219,2025-05-30,Account,Medium,Resolved,3
CP1392,C10358,2026-03-09,Payment,Low,Resolved,17
CP1393,C10253,2025-09-09,Service,Medium,Resolved,15
CP1394,C10919,2026-06-27,Service,Medium,Open,30
CP1395,C10758,2025-03-02,Payment,Low,Resolved,26
CP1396,C10202,2025-06-15,Service,Low,Resolved,5
CP1397,C10200,2025-12-31,Service,Low,Open,4
CP1398,C10524,2025-05-13,Account,Low,Resolved,9
CP1399,C10878,2025-06-22,Account,High,Resolved,6
CP1400,C10578,2025-10-01,Technical,Low,Open,30
CP1401,C10961,2025-08-14,Technical,Low,Open,12
CP1402,C10752,2026-01-07,Delivery,Low,Resolved,18
CP1403,C10530,2025-06-11,Payment,High,Pending,2
CP1404,C10983,2026-02-07,Delivery,Medium,Resolved,25
CP1405,C10384,2025-10-20,Technical,Medium,Resolved,27
CP1406,C10998,2025-04-26,Delivery,Medium,Resolved,23
CP1407,C10320,2025-10-20,Delivery,Low,Open,29
CP1408,C10681,2025-06-21,Delivery,Medium,Resolved,13
CP1409,C10833,2025-02-23,Delivery,Low,Resolved,23
CP1410,C10198,2025-03-09,Technical,Low,Resolved,16
CP1411,C10853,2025-07-09,Delivery,Medium,Resolved,20
CP1412,C10755,2025-12-03,Account,Medium,Resolved,10
CP1413,C10527,2025-09-14,Delivery,High,Open,1
CP1414,C10594,2025-12-29,Delivery,Medium,Open,27
CP1415,C10453,2026-08-26,Payment,Low,Open,20
CP1416,C10643,2026-04-18,Technical,Medium,Pending,16
CP1417,C10146,2025-06-26,Payment,Medium,Open,1
CP1418,C10433,2025-08-17,Pricing,Medium,Resolved,13
CP1419,C10352,2026-01-06,Payment,High,Open,18
CP1420,C10594,2025-01-11,Technical,Low,Resolved,21
CP1421,C10537,2025-12-08,Technical,Medium,Resolved,1
CP1422,C10839,2025-06-12,Account,Low,Resolved,14
CP1423,C10429,2025-11-03,Delivery,Low,Open,13
CP1424,C10112,2026-05-04,Pricing,Low,Resolved,12
CP1425,C10001,2025-02-11,Technical,Medium,Open,2
CP1426,C10426,2025-02-25,Technical,High,Open,20
CP1427,C10687,2026-05-13,Account,Low,Open,25
CP1428,C10892,2025-03-31,Delivery,Low,Pending,29
CP1429,C10215,2025-09-10,Technical,Low,Resolved,29
CP1430,C10666,2026-02-03,Technical,Low,Open,1
CP1431,C10336,2026-03-16,Technical,High,Resolved,20
CP1432,C10889,2025-02-25,Service,Medium,Pending,25
CP1433,C10855,2025-11-06,Pricing,Medium,Resolved,28
CP1434,C10314,2025-07-26,Account,Medium,Resolved,11
CP1435,C10679,2026-08-26,Technical,Low,Resolved,18
CP1436,C10784,2026-03-26,Account,Low,Resolved,21
CP1437,C10005,2026-06-22,Service,Medium,Resolved,14
CP1438,C10762,2026-05-28,Technical,Medium,Resolved,9
CP1439,C10735,2026-01-12,Delivery,Low,Resolved,23
CP1440,C10002,2025-09-11,Account,Low,Resolved,2
CP1441,C10018,2025-08-24,Pricing,Low,Resolved,25
CP1442,C10027,2026-03-27,Technical,High,Open,30
CP1443,C10794,2025-01-02,Service,Medium,Open,8
CP1444,C10456,2026-01-27,Service,Medium,Open,16
CP1445,C10419,2025-10-03,Pricing,Medium,Open,12
CP1446,C10011,2026-08-28,Service,Low,Pending,23
CP1447,C10151,2026-05-06,Pricing,Medium,Open,17
CP1448,C10474,2026-02-14,Pricing,Low,Resolved,12
CP1449,C10222,2025-10-31,Technical,Low,Resolved,15
CP1450,C10412,2026-05-31,Service,Low,Pending,8
CP1451,C10950,2026-06-08,Technical,Medium,Resolved,1
