interaction_id,customer_id,interaction_date,channel,interaction_type
I4477,C10821,2025-11-11,Email,Inquiry
I4478,C10226,2026-06-13,Email,Purchase
I4479,C10152,2025-05-21,Email,Complaint
I4480,C10835,2025-12-04,Mobile,Support
I4481,C10219,2025-06-02,Mobile,Login
I4482,C10926,2026-05-19,Call,Purchase
I4483,C10811,2025-10-12,Mobile,Purchase
I4484,C10550,2026-04-28,Branch,Inquiry
I4485,C10006,2025-08-21,Call,Purchase
I4486,C10239,2026-08-12,Call,Purchase
I4487,C10153,2026-03-12,Call,Purchase
I4488,C10763,2025-07-01,Email,Complaint
I4489,C10152,2025-11-12,Web,Login
I4490,C10736,2025-05-11,Call,Complaint
I4491,C10410,2026-07-18,Email,Login
I4492,C10016,2025-06-11,Mobile,Purchase
I4493,C10440,2025-07-02,Mobile,Support
I4494,C10776,2026-05-24,Mobile,Inquiry
I4495,C10787,2025-05-21,Web,Inquiry
I4496,C10532,2026-04-25,Mobile,Complaint
I4497,C10936,2025-11-24,Branch,Support
I4498,C10060,2026-03-13,Web,Login
I4499,C10935,2025-06-16,Branch,Purchase
I4500,C10941,2026-05-10,Email,Inquiry
I4501,C10008,2026-03-03,Mobile,Complaint
I4502,C10716,2025-08-19,Web,Support
I4503,C10958,2025-08-15,Call,Inquiry
I4504,C10707,2026-03-08,Mobile,Purchase
I4505,C10729,2025-06-29,Web,Support
I4506,C10535,2026-05-04,Call,Support
I4507,C10897,2026-02-07,Mobile,Support
I4508,C10286,2025-01-24,Mobile,Login
I4509,C10886,2025-04-01,Branch,Login
I4510,C10611,2025-08-14,Mobile,Support
I4511,C10385,2026-04-20,Web,Inquiry
I4512,C10353,2025-02-03,Email,Complaint
I4513,C10105,2025-06-21,Branch,Complaint
I4514,C10151,2025-10-07,Call,Purchase
I4515,C10070,2025-03-09,Call,Support
I4516,C10406,2026-02-21,Call,Login
I4517,C10046,2026-07-18,Mobile,Complaint
I4518,C10339,2026-05-09,Call,Login
I4519,C10109,2025-10-21,Branch,Inquiry
I4520,C10874,2026-07-17,Branch,Complaint
I4521,C10420,2026-03-18,Mobile,Inquiry
I4522,C10200,2026-02-04,Web,Login
I4523,C10246,2025-08-31,Mobile,Login
I4524,C10123,2025-01-24,Mobile,Complaint
I4525,C10953,2025-07-22,Call,Login
I4526,C10544,2025-04-12,Branch,Support
I4527,C10242,2026-07-01,Mobile,Login
I4528,C10701,2025-09-11,Email,Support
I4529,C10533,2026-06-07,Branch,Complaint
I4530,C10118,2026-03-26,Call,Purchase
I4531,C10418,2025-11-17,Email,Complaint
I4532,C10194,2026-06-26,Branch,Login
I4533,C10702,2026-05-04,Email,Inquiry
I4534,C10611,2025-09-03,Mobile,Support
I4535,C10024,2025-11-12,Call,Inquiry
I4536,C10847,2026-03-02,Email,Login
I4537,C10626,2025-03-13,Web,Support
I4538,C10455,2025-10-26,Call,Complaint
I4539,C10913,2025-11-19,Call,Purchase
I4540,C10184,2026-06-11,Mobile,Login
I4541,C10472,2025-08-27,Call,Purchase
I4542,C10246,2025-02-03,Mobile,Purchase
I4543,C10165,2025-09-24,Call,Support
I4544,C10948,2025-04-01,Branch,Login
I4545,C10820,2025-05-31,Mobile,Login
I4546,C10929,2025-07-12,Web,Complaint
I4547,C10766,2026-01-11,Branch,Purchase
I4548,C10916,2025-09-10,Web,Complaint
I4549,C10035,2025-10-17,Call,Inquiry
I4550,C10755,2025-12-28,Branch,Support
I4551,C10272,2026-08-24,Email,Inquiry
I4552,C10115,2025-08-05,Email,Login
I4553,C10125,2026-03-11,Call,Inquiry
I4554,C10429,2026-08-07,Web,Purchase
I4555,C10136,2025-01-16,Email,Support
I4556,C10629,2025-03-22,Call,Complaint
I4557,C10309,2025-02-18,Call,Inquiry
I4558,C10200,2025-10-21,Web,Purchase
I4559,C10282,2025-12-05,Call,Purchase
I4560,C10921,2025-08-10,Email,Login
I4561,C10502,2026-03-08,Branch,Purchase
I4562,C10017,2025-07-03,Email,Support
I4563,C10428,2025-02-25,Branch,Support
I4564,C10430,2026-02-15,Branch,Login
I4565,C10681,2026-04-13,Branch,Inquiry
I4566,C10208,2026-01-24,Web,Support
I4567,C10077,2025-12-18,Mobile,Inquiry
I4568,C10080,2025-11-19,Email,Purchase
I4569,C10287,2025-07-17,Web,Login
I4570,C10786,2026-02-14,Email,Login
I4571,C10459,2025-04-10,Call,Support
I4572,C10483,2025-07-22,Branch,Purchase
I4573,C10280,2025-03-23,Branch,Complaint
I4574,C10146,2025-06-18,Email,Complaint
I4575,C10591,2025-09-12,Web,Inquiry
I4576,C10030,2025-03-10,Web,Purchase
I4577,C10293,2025-08-05,Email,Support
I4578,C10982,2025-03-13,Mobile,Support
I4579,C10959,2025-06-18,Call,Login
I4580,C10751,2026-07-22,Call,Purchase
I4581,C10147,2025-05-05,Email,Support
I4582,C10162,2026-07-12,Branch,Inquiry
I4583,C10674,2026-08-23,Mobile,Support
I4584,C10566,2026-06-02,Branch,Complaint
I4585,C10383,2026-08-28,Branch,Complaint
I4586,C10881,2025-08-11,Mobile,Purchase
I4587,C10355,2026-06-03,Call,Support
I4588,C10495,2025-01-25,Mobile,Login
I4589,C10313,2026-07-18,Mobile,Purchase
I4590,C10691,2026-01-01,Web,Purchase
I4591,C10664,2026-05-06,Call,Purchase
I4592,C10487,2025-10-03,Mobile,Complaint
I4593,C10858,2025-12-31,Web,Support
I4594,C10305,2025-09-02,Mobile,Support
I4595,C10581,2026-08-02,Web,Complaint
I4596,C10771,2025-11-28,Mobile,Login
I4597,C10627,2026-02-23,Mobile,Login
I4598,C10498,2025-11-28,Call,Support
I4599,C10595,2025-01-29,Branch,Purchase
I4600,C10648,2025-02-07,Web,Support
I4601,C10960,2025-02-23,Call,Login
I4602,C10212,2026-02-15,Call,Login
I4603,C10358,2026-07-16,Web,Support
I4604,C10151,2025-04-27,Email,Support
I4605,C10002,2025-02-17,Mobile,Inquiry
I4606,C10657,2025-12-26,Mobile,Support
I4607,C10723,2025-05-12,Branch,Complaint
I4608,C10238,2025-05-14,Call,Complaint
I4609,C10312,2026-02-09,Web,Inquiry
I4610,C10106,2025-10-08,Call,Inquiry
I4611,C10822,2026-05-28,Call,Support
I4612,C10673,2025-09-18,Branch,Purchase
I4613,C10308,2026-06-16,Call,Purchase
I4614,C10952,2026-08-15,Call,Complaint
I4615,C10703,2026-03-28,Web,Inquiry
I4616,C10685,2025-12-12,Email,Login
I4617,C10748,2026-03-26,Mobile,Inquiry
I4618,C10122,2025-09-16,Mobile,Support
I4619,C10895,2025-03-31,Call,Login
I4620,C10433,2026-01-14,Branch,Support
I4621,C10278,2026-07-19,Call,Support
I4622,C10286,2025-05-24,Email,Inquiry
I4623,C10439,2026-07-05,Email,Inquiry
I4624,C10652,2025-05-20,Web,Support
I4625,C10442,2026-06-26,Email,Login
I4626,C10730,2025-06-22,Call,Inquiry
I4627,C10090,2025-11-04,Email,Complaint
I4628,C10425,2025-10-19,Email,Support
I4629,C10290,2025-11-23,Email,Purchase
I4630,C10360,2025-08-03,Branch,Support
I4631,C10247,2025-08-12,Mobile,Login
I4632,C10177,2025-06-17,Branch,Login
I4633,C10405,2026-05-26,Branch,Inquiry
I4634,C10097,2026-03-08,Mobile,Inquiry
I4635,C10247,2025-02-16,Call,Purchase
I4636,C10541,2025-11-20,Branch,Complaint
I4637,C10446,2026-03-14,Call,Support
I4638,C10939,2026-01-22,Call,Complaint
I4639,C10072,2025-08-18,Email,Purchase
I4640,C10734,2026-03-26,Branch,Inquiry
I4641,C10784,2025-04-15,Mobile,Support
I4642,C10271,2025-08-15,Email,Support
I4643,C10355,2025-11-13,Call,Complaint
I4644,C10425,2025-07-02,Mobile,Inquiry
I4645,C10997,2025-04-18,Email,Login
I4646,C10001,2025-10-23,Email,Complaint
I4647,C10863,2026-03-27,Mobile,Inquiry
I4648,C10036,2026-04-16,Web,Complaint
I4649,C10034,2025-06-16,Email,Inquiry
I4650,C10563,2025-07-18,Email,Purchase
I4651,C10882,2026-04-09,Email,Complaint
I4652,C10061,2026-05-11,Email,Inquiry
I4653,C10969,2025-04-08,Email,Purchase
I4654,C10644,2026-02-20,Email,Login
I4655,C10039,2025-01-31,Call,Support
I4656,C10181,2026-01-23,Email,Complaint
I4657,C10747,2026-04-06,Call,Complaint
I4658,C10188,2026-06-03,Web,Inquiry
I4659,C10199,2026-02-25,Mobile,Purchase
I4660,C10368,2025-01-15,Email,Support
I4661,C10115,2026-07-27,Branch,Purchase
I4662,C10007,2025-03-30,Web,Complaint
I4663,C10359,2026-02-24,Email,Complaint
I4664,C10664,2026-07-14,Web,Purchase
I4665,C10341,2025-05-26,Web,Login
I4666,C10779,2026-07-24,Call,Complaint
I4667,C10720,2025-04-28,Web,Purchase
I4668,C10038,2025-07-30,Branch,Support
I4669,C10227,2025-01-23,Mobile,Complaint
I4670,C10571,2025-05-28,Mobile,Inquiry
I4671,C10910,2026-06-11,Branch,Login
I4672,C10180,2026-03-22,Branch,Support
I4673,C10477,2025-12-27,Branch,Purchase
I4674,C10317,2025-09-03,Web,Inquiry
I4675,C10145,2026-03-08,Email,Support
I4676,C10602,2025-09-17,Call,Support
I4677,C10570,2026-04-03,Web,Inquiry
I4678,C10309,2026-03-11,Web,Inquiry
I4679,C10650,2026-04-30,Email,Support
I4680,C10697,2026-01-14,Branch,Support
I4681,C10292,2025-07-02,Call,Support
I4682,C10887,2026-04-09,Mobile,Complaint
I4683,C10322,2025-09-21,Call,Purchase
I4684,C10862,2026-09-01,Mobile,Purchase
I4685,C10164,2026-07-09,Web,Inquiry
I4686,C10280,2025-12-10,Branch,Support
I4687,C10773,2026-01-31,Branch,Support
I4688,C10098,2026-06-03,Branch,Login
I4689,C10435,2026-03-12,Branch,Support
I4690,C10325,2025-06-21,Call,Complaint
I4691,C10462,2025-02-19,Branch,Complaint
I4692,C10290,2025-03-30,Web,Login
I4693,C10715,2026-05-14,Mobile,Support
I4694,C10134,2025-08-15,Mobile,Login
I4695,C10824,2026-05-04,Email,Login
I4696,C10125,2026-07-30,Branch,Complaint
I4697,C10442,2026-05-22,Mobile,Inquiry
I4698,C10810,2025-07-01,Branch,Login
I4699,C10021,2026-02-25,Web,Support
I4700,C10745,2026-04-06,Email,Complaint
I4701,C10667,2026-08-19,Web,Inquiry
I4702,C10395,2025-05-25,Email,Support
I4703,C10118,2026-02-10,Mobile,Inquiry
I4704,C10040,2025-06-03,Call,Purchase
I4705,C10951,2025-05-22,Email,Inquiry
I4706,C10720,2025-07-28,Mobile,Purchase
I4707,C10714,2026-03-07,Email,Login
I4708,C10364,2025-10-04,Web,Purchase
I4709,C10573,2025-11-01,Email,Complaint
I4710,C10745,2025-01-18,Web,Inquiry
I4711,C10080,2026-03-10,Mobile,Support
I4712,C10599,2025-10-24,Web,Purchase
I4713,C10051,2025-02-13,Mobile,Inquiry
I4714,C10079,2025-09-25,Call,Support
I4715,C10399,2025-01-27,Call,Inquiry
I4716,C10496,2025-04-30,Web,Login
I4717,C10295,2026-05-13,Branch,Login
I4718,C10149,2025-06-29,Call,Inquiry
I4719,C10471,2025-12-29,Web,Complaint
I4720,C10490,2025-07-30,Mobile,Login
I4721,C10644,2025-03-02,Email,Purchase
I4722,C10988,2026-07-09,Web,Purchase
I4723,C10286,2025-07-17,Branch,Login
I4724,C10312,2025-09-24,Mobile,Support
I4725,C10473,2026-06-24,Branch,Login
I4726,C10107,2026-08-26,Email,Inquiry
I4727,C10141,2025-02-13,Branch,Support
I4728,C10949,2025-07-13,Mobile,Support
I4729,C10182,2025-10-30,Web,Login
I4730,C10266,2025-03-01,Web,Purchase
I4731,C10116,2026-06-22,Branch,Inquiry
I4732,C10672,2025-11-19,Call,Inquiry
I4733,C10520,2025-02-14,Mobile,Complaint
I4734,C10047,2025-03-14,Call,Login
I4735,C10020,2025-08-03,Email,Complaint
I4736,C10569,2025-02-15,Mobile,Purchase
I4737,C10220,2026-03-19,Web,Support
I4738,C10162,2026-05-31,Mobile,Login
I4739,C10176,2025-06-30,Email,Purchase
I4740,C10427,2025-10-11,Mobile,Support
I4741,C10514,2026-08-25,Mobile,Inquiry
I4742,C10282,2026-04-06,Call,Complaint
I4743,C10497,2026-02-16,Email,Purchase
I4744,C10667,2025-04-28,Call,Login
I4745,C10365,2025-01-06,Call,Inquiry
I4746,C10755,2025-12-09,Mobile,Purchase
I4747,C10983,2026-08-26,Web,Complaint
I4748,C10576,2026-03-06,Web,Purchase
I4749,C10120,2025-04-07,Call,Complaint
I4750,C10029,2025-08-03,Mobile,Purchase
I4751,C10959,2025-09-09,Call,Support
I4752,C10856,2025-01-27,Email,Purchase
I4753,C10823,2025-01-31,Mobile,Complaint
I4754,C10939,2026-02-03,Web,Purchase
I4755,C10272,2025-10-24,Email,Support
I4756,C10455,2026-05-07,Web,Complaint
I4757,C10744,2025-08-27,Email,Purchase
I4758,C10463,2025-09-19,Branch,Support
I4759,C10558,2026-07-14,Call,Inquiry
I4760,C10936,2025-02-07,Web,Inquiry
I4761,C10950,2026-04-20,Branch,Support
I4762,C10200,2025-01-26,Branch,Purchase
I4763,C10887,2026-07-28,Call,Login
I4764,C10989,2025-12-21,Email,Login
I4765,C10686,2026-02-22,Web,Support
I4766,C10931,2025-11-06,Mobile,Complaint
I4767,C10090,2025-01-02,Web,Login
I4768,C10193,2025-06-19,Branch,Complaint
I4769,C10079,2025-05-27,Branch,Purchase
I4770,C10109,2025-02-05,Call,Complaint
I4771,C10530,2025-12-02,Mobile,Complaint
I4772,C10995,2025-09-19,Email,Inquiry
I4773,C10870,2025-12-29,Web,Purchase
I4774,C10362,2025-05-28,Call,Complaint
I4775,C10561,2026-06-28,Branch,Purchase
I4776,C10769,2025-09-12,Web,Complaint
I4777,C10464,2026-04-09,Web,Support
I4778,C10208,2025-07-24,Branch,Purchase
I4779,C10653,2025-02-23,Email,Support
I4780,C10853,2026-02-18,Email,Login
I4781,C10763,2025-05-29,Call,Login
I4782,C10309,2025-01-18,Web,Complaint
I4783,C10808,2026-01-22,Email,Inquiry
I4784,C10690,2025-04-05,Branch,Support
I4785,C10338,2025-06-23,Email,Purchase
I4786,C10913,2026-01-22,Mobile,Complaint
I4787,C10308,2026-05-03,Web,Complaint
I4788,C10604,2026-08-01,Branch,Login
I4789,C10458,2025-01-23,Call,Complaint
I4790,C10859,2025-07-07,Mobile,Purchase
I4791,C10962,2025-05-01,Email,Purchase
I4792,C10765,2025-11-30,Web,Inquiry
I4793,C10599,2026-03-14,Email,Purchase
I4794,C10301,2025-02-14,Web,Login
I4795,C10922,2025-05-25,Branch,Complaint
I4796,C10135,2025-10-26,Web,Inquiry
I4797,C10763,2025-08-03,Mobile,Support
I4798,C10379,2025-08-27,Email,Support
I4799,C10118,2026-04-30,Mobile,Complaint
I4800,C10214,2025-01-22,Web,Inquiry
I4801,C10852,2026-03-15,Mobile,Support
I4802,C10951,2026-04-19,Web,Purchase
I4803,C10717,2026-05-22,Branch,Login
I4804,C10570,2026-06-01,Email,Complaint
I4805,C10934,2025-08-11,Mobile,Purchase
I4806,C10169,2025-08-31,Web,Purchase
I4807,C10019,2026-04-25,Email,Purchase
I4808,C10632,2026-07-14,Call,Support
I4809,C10875,2026-02-17,Email,Login
I4810,C10188,2025-01-24,Call,Purchase
I4811,C10743,2025-08-27,Branch,Complaint
I4812,C10462,2026-06-05,Call,Purchase
I4813,C10754,2025-10-04,Mobile,Inquiry
I4814,C10133,2025-12-05,Mobile,Login
I4815,C10519,2025-02-25,Email,Support
I4816,C10756,2026-02-14,Branch,Inquiry
I4817,C10494,2026-02-06,Email,Complaint
I4818,C10444,2025-06-24,Email,Support
I4819,C10334,2026-05-22,Email,Purchase
I4820,C10459,2025-11-18,Call,Login
I4821,C10480,2025-02-17,Call,Inquiry
I4822,C10265,2026-07-12,Email,Support
I4823,C10317,2026-04-03,Branch,Login
I4824,C10484,2026-02-21,Branch,Purchase
I4825,C10611,2026-05-29,Web,Support
I4826,C10692,2025-07-08,Web,Login
I4827,C10384,2025-11-14,Branch,Support
I4828,C10488,2026-05-20,Email,Complaint
I4829,C10768,2025-06-25,Branch,Support
I4830,C10377,2025-01-26,Call,Login
I4831,C10426,2026-06-13,Email,Complaint
I4832,C10246,2025-11-18,Email,Inquiry
I4833,C10664,2026-04-10,Email,Inquiry
I4834,C10809,2026-06-20,Web,Support
I4835,C10174,2026-04-04,Mobile,Support
I4836,C10818,2026-02-27,Email,Login
I4837,C10591,2025-06-21,Email,Purchase
I4838,C10938,2026-02-10,Email,Support
I4839,C10891,2026-05-06,Email,Login
I4840,C10923,2025-11-30,Web,Inquiry
I4841,C10590,2025-02-16,Mobile,Login
I4842,C10399,2025-07-12,Call,Inquiry
I4843,C10847,2025-11-03,Branch,Purchase
I4844,C10955,2025-06-16,Web,Purchase
I4845,C10037,2025-04-14,Email,Support
I4846,C10776,2025-09-11,Email,Complaint
I4847,C10020,2026-05-03,Email,Complaint
I4848,C10971,2025-08-23,Branch,Login
I4849,C10413,2025-12-30,Web,Purchase
I4850,C10585,2025-03-24,Web,Support
I4851,C10724,2026-06-19,Email,Support
I4852,C10797,2025-01-02,Email,Support
I4853,C10227,2026-05-25,Web,Purchase
I4854,C10233,2025-05-21,Call,Purchase
I4855,C10043,2026-05-03,Branch,Purchase
I4856,C10590,2025-06-19,Call,Login
I4857,C10297,2025-02-21,Mobile,Inquiry
I4858,C10667,2025-04-30,Mobile,Login
I4859,C10125,2026-03-31,Call,Complaint
I4860,C10557,2025-10-27,Web,Login
I4861,C10188,2026-06-13,Branch,Login
I4862,C10418,2025-07-29,Email,Complaint
I4863,C10592,2025-01-07,Call,Complaint
I4864,C10029,2025-05-07,Web,Login
I4865,C10850,2025-09-04,Branch,Purchase
I4866,C10536,2025-06-13,Web,Purchase
I4867,C10815,2025-10-22,Web,Support
I4868,C10876,2026-01-21,Web,Support
I4869,C10567,2026-01-25,Branch,Inquiry
I4870,C10896,2025-07-03,Mobile,Inquiry
I4871,C10248,2025-08-18,Mobile,Support
I4872,C10264,2026-07-15,Call,Login
I4873,C10498,2026-05-13,Web,Login
I4874,C10506,2025-01-19,Mobile,Login
I4875,C10765,2026-06-25,Email,Inquiry
I4876,C10297,2025-04-04,Mobile,Inquiry
I4877,C10701,2026-07-22,Call,Complaint
I4878,C10330,2026-05-24,Web,Login
I4879,C10313,2025-09-20,Mobile,Support
I4880,C10522,2025-11-07,Call,Complaint
I4881,C10787,2025-01-08,Call,Inquiry
I4882,C10071,2025-09-01,Email,Complaint
I4883,C10947,2025-11-06,Branch,Complaint
I4884,C10254,2026-05-10,Email,Support
I4885,C10543,2025-05-20,Mobile,Login
I4886,C10350,2026-07-02,Mobile,Inquiry
I4887,C10723,2026-05-01,Email,Support
I4888,C10580,2026-03-25,Call,Complaint
I4889,C10026,2026-02-03,Web,Support
I4890,C10631,2026-02-21,Email,Complaint
I4891,C10651,2025-06-10,Email,Purchase
I4892,C10798,2025-06-02,Branch,Inquiry
I4893,C10057,2025-06-30,Mobile,Support
I4894,C10230,2026-06-20,Call,Login
I4895,C10292,2026-06-16,Web,Complaint
I4896,C10924,2025-03-03,Email,Login
I4897,C10057,2026-05-24,Mobile,Support
I4898,C10336,2025-06-05,Branch,Support
I4899,C10935,2025-07-01,Call,Login
I4900,C10918,2025-11-03,Mobile,Complaint
I4901,C10480,2025-07-28,Email,Login
I4902,C10806,2025-11-24,Branch,Login
I4903,C10422,2026-03-30,Branch,Complaint
I4904,C10438,2026-01-09,Branch,Purchase
I4905,C10242,2025-06-10,Branch,Inquiry
I4906,C10387,2026-07-19,Mobile,Support
I4907,C10224,2026-06-03,Web,Login
I4908,C10262,2025-10-17,Branch,Support
I4909,C10904,2026-05-08,Web,Purchase
I4910,C10648,2026-03-01,Web,Login
I4911,C10260,2025-08-04,Call,Complaint
I4912,C10780,2026-05-28,Mobile,Complaint
I4913,C10919,2025-07-01,Mobile,Complaint
I4914,C10736,2025-06-27,Branch,Login
I4915,C10391,2026-07-13,Web,Support
I4916,C10766,2026-08-06,Email,Purchase
I4917,C10209,2025-03-08,Email,Support
I4918,C10120,2025-06-15,Web,Inquiry
I4919,C10795,2025-03-10,Branch,Complaint
I4920,C10780,2025-07-20,Branch,Purchase
I4921,C10458,2025-01-14,Mobile,Support
I4922,C10082,2026-05-26,Call,Complaint
I4923,C10863,2025-01-14,Branch,Complaint
I4924,C10605,2026-08-04,Web,Support
I4925,C10739,2026-04-09,Mobile,Inquiry
I4926,C10467,2025-06-27,Mobile,Login
I4927,C10516,2026-01-04,Web,Inquiry
I4928,C10230,2025-02-10,Email,Inquiry
I4929,C10578,2026-03-08,Branch,Purchase
I4930,C10301,2025-04-01,Call,Inquiry
I4931,C10508,2025-02-25,Web,Complaint
I4932,C10924,2026-07-27,Mobile,Login
I4933,C10765,2025-09-12,Call,Complaint
I4934,C10673,2026-06-19,Web,Purchase
I4935,C10572,2025-11-02,Branch,Login
I4936,C10124,2025-04-07,Call,Complaint
I4937,C10685,2025-03-04,Branch,Login
I4938,C10868,2025-02-08,Call,Login
I4939,C10529,2025-10-21,Call,Login
I4940,C10561,2025-08-05,Web,Inquiry
I4941,C10581,2025-10-31,Call,Login
I4942,C10601,2026-01-21,Call,Support
I4943,C10978,2025-08-23,Web,Purchase
I4944,C10294,2025-04-28,Web,Purchase
I4945,C10501,2025-12-25,Branch,Purchase
I4946,C10090,2025-08-03,Branch,Complaint
I4947,C10929,2026-06-20,Email,Support
I4948,C10161,2026-01-12,Branch,Login
I4949,C10597,2026-03-08,Branch,Complaint
I4950,C10607,2025-02-17,Branch,Support
I4951,C10112,2025-06-11,Call,Inquiry
I4952,C10752,2026-07-26,Email,Purchase
I4953,C10422,2025-01-09,Email,Support
I4954,C10850,2026-06-20,Call,Support
I4955,C10794,2025-02-27,Email,Purchase
I4956,C10087,2026-04-03,Branch,Complaint
I4957,C10558,2026-02-26,Branch,Login
I4958,C10605,2025-09-23,Web,Login
I4959,C10002,2026-04-14,Web,Complaint
I4960,C10326,2025-06-29,Email,Inquiry
I4961,C10170,2026-03-03,Web,Support
I4962,C10117,2025-12-03,Call,Complaint
I4963,C10953,2025-09-22,Call,Purchase
I4964,C10271,2026-07-17,Call,Purchase
I4965,C10170,2026-03-22,Call,Purchase
I4966,C10740,2026-03-26,Mobile,Purchase
I4967,C10850,2025-08-06,Call,Complaint
I4968,C10410,2026-02-28,Web,Inquiry
I4969,C10017,2025-02-21,Mobile,Login
I4970,C10173,2025-01-14,Mobile,Complaint
I4971,C10027,2025-03-20,Web,Support
I4972,C10659,2025-08-20,Branch,Purchase
I4973,C10397,2025-11-30,Branch,Purchase
I4974,C10385,2025-01-01,Branch,Inquiry
I4975,C10183,2025-12-08,Branch,Inquiry
I4976,C10926,2025-01-20,Call,Login
I4977,C10530,2025-06-04,Mobile,Support
I4978,C10212,2025-02-14,Call,Login
I4979,C10895,2025-04-21,Email,Purchase
I4980,C10168,2026-02-03,Branch,Inquiry
I4981,C10012,2025-06-30,Email,Login
I4982,C10759,2025-01-24,Web,Inquiry
I4983,C10060,2026-03-03,Call,Login
I4984,C10218,2025-05-08,Web,Support
I4985,C10438,2025-01-31,Web,Inquiry
I4986,C10964,2026-02-24,Email,Login
I4987,C10459,2026-03-18,Call,Complaint
I4988,C10066,2025-05-28,Web,Login
I4989,C10013,2026-06-15,Web,Purchase
I4990,C10283,2026-08-23,Branch,Purchase
I4991,C10304,2025-05-24,Email,Inquiry
I4992,C10531,2026-02-15,Mobile,Support
I4993,C10386,2026-01-25,Email,Complaint
I4994,C10167,2026-03-01,Web,Purchase
I4995,C10945,2026-03-12,Mobile,Purchase
I4996,C10186,2025-02-28,Web,Login
I4997,C10005,2026-04-28,Web,Login
I4998,C10438,2026-04-17,Branch,Support
I4999,C10153,2025-01-28,Mobile,Support
I5000,C10920,2025-03-18,Web,Purchase
I5001,C10338,2026-02-08,Call,Purchase
I5002,C10962,2026-07-23,Email,Login
I5003,C10054,2025-12-07,Call,Inquiry
I5004,C10105,2025-09-08,Mobile,Purchase
I5005,C10698,2025-03-25,Mobile,Login
I5006,C10216,2026-05-24,Email,Purchase
I5007,C10415,2025-07-17,Mobile,Support
I5008,C10348,2026-06-26,Email,Inquiry
I5009,C10280,2025-08-23,Mobile,Complaint
I5010,C10203,2026-04-16,Mobile,Inquiry
I5011,C10031,2025-07-01,Email,Inquiry
I5012,C10807,2025-10-13,Call,Complaint
I5013,C10106,2026-07-25,Email,Purchase
I5014,C10159,2025-07-01,Call,Support
I5015,C10802,2025-09-16,Branch,Complaint
I5016,C10005,2025-10-16,Branch,Support
I5017,C10748,2025-01-31,Email,Complaint
I5018,C10277,2026-07-18,Email,Purchase
I5019,C10081,2026-02-01,Email,Purchase
I5020,C10702,2025-12-04,Email,Purchase
I5021,C10464,2025-09-04,Branch,Purchase
I5022,C10671,2025-08-14,Call,Support
I5023,C10582,2025-10-31,Web,Complaint
I5024,C10449,2025-06-26,Branch,Support
I5025,C10901,2026-06-14,Branch,Support
I5026,C10907,2025-06-06,Email,Inquiry
I5027,C10567,2025-09-09,Call,Complaint
I5028,C10168,2026-07-17,Web,Login
I5029,C10751,2025-06-03,Email,Support
I5030,C10398,2025-07-19,Call,Complaint
I5031,C10141,2025-12-11,Mobile,Login
I5032,C10868,2026-08-14,Email,Complaint
I5033,C10354,2026-08-15,Branch,Inquiry
I5034,C10199,2025-05-16,Web,Purchase
I5035,C10397,2025-01-01,Mobile,Inquiry
I5036,C10890,2025-02-24,Branch,Purchase
I5037,C10783,2025-09-08,Branch,Purchase
I5038,C10439,2025-02-03,Branch,Login
I5039,C10300,2025-03-08,Email,Login
I5040,C10396,2025-09-04,Email,Purchase
I5041,C10134,2026-05-01,Web,Support
I5042,C10093,2026-01-15,Web,Inquiry
I5043,C10215,2025-06-28,Branch,Inquiry
I5044,C10856,2026-01-29,Mobile,Purchase
I5045,C10075,2025-11-01,Email,Purchase
I5046,C10239,2025-09-04,Web,Login
I5047,C10935,2025-01-16,Call,Inquiry
I5048,C10905,2025-06-13,Mobile,Purchase
I5049,C10340,2026-01-17,Mobile,Inquiry
I5050,C10680,2025-12-26,Branch,Complaint
I5051,C10411,2026-05-16,Email,Inquiry
I5052,C10903,2025-06-19,Web,Login
I5053,C10688,2025-01-30,Call,Complaint
I5054,C10581,2025-01-06,Mobile,Login
I5055,C10114,2026-02-28,Web,Support
I5056,C10568,2025-10-30,Email,Login
I5057,C10381,2026-01-14,Branch,Inquiry
I5058,C10882,2025-09-10,Mobile,Support
I5059,C10729,2026-08-20,Email,Purchase
I5060,C10066,2025-10-01,Web,Purchase
I5061,C10298,2025-03-19,Mobile,Purchase
I5062,C10306,2026-01-26,Mobile,Support
I5063,C10169,2025-04-06,Branch,Purchase
I5064,C10452,2025-11-03,Mobile,Complaint
I5065,C10641,2025-09-25,Email,Purchase
I5066,C10396,2025-11-13,Call,Inquiry
I5067,C10881,2025-01-27,Email,Complaint
I5068,C10886,2025-10-27,Web,Purchase
I5069,C10544,2025-10-04,Mobile,Inquiry
I5070,C10645,2025-07-21,Call,Login
I5071,C10118,2026-06-25,Call,Complaint
I5072,C10348,2025-12-14,Web,Complaint
I5073,C10016,2026-08-05,Email,Login
I5074,C10368,2025-08-12,Email,Complaint
I5075,C10026,2025-12-26,Branch,Support
I5076,C10853,2025-05-22,Web,Purchase
I5077,C10409,2026-04-13,Mobile,Login
I5078,C10940,2025-05-22,Branch,Support
I5079,C10627,2025-06-11,Email,Login
I5080,C10433,2026-04-19,Web,Login
I5081,C10073,2026-05-05,Web,Complaint
I5082,C10413,2025-01-08,Mobile,Login
I5083,C10569,2025-04-02,Branch,Complaint
I5084,C10399,2025-02-12,Mobile,Inquiry
I5085,C10828,2025-09-27,Web,Purchase
