call_id,customer_id,call_date,transcript,sentiment
CALL2685,C10682,2025-11-29,Customer said they may consider another provider.,Negative
CALL2686,C10366,2026-01-15,Customer was satisfied with the service.,Positive
CALL2687,C10491,2025-04-02,Customer appreciated the quick resolution.,Positive
CALL2688,C10433,2025-09-11,Customer appreciated the quick resolution.,Positive
CALL2689,C10163,2026-05-23,Customer said they may consider another provider.,Negative
CALL2690,C10227,2025-07-30,Customer contacted support for general information.,Neutral
CALL2691,C10556,2025-09-12,Customer said they may consider another provider.,Negative
CALL2692,C10177,2025-01-16,Customer said they may consider another provider.,Negative
CALL2693,C10123,2026-08-23,Customer contacted support for general information.,Neutral
CALL2694,C10039,2025-01-05,Customer is happy with the product.,Positive
CALL2695,C10862,2026-08-10,Customer reported repeated unresolved issues.,Negative
CALL2696,C10322,2026-04-20,Customer appreciated the quick resolution.,Positive
CALL2697,C10601,2026-05-06,Customer appreciated the quick resolution.,Positive
CALL2698,C10752,2026-05-11,Customer contacted support for general information.,Neutral
CALL2699,C10306,2026-05-09,Customer contacted support for general information.,Neutral
CALL2700,C10491,2025-06-26,Customer is happy with the product.,Positive
CALL2701,C10538,2025-11-12,Customer appreciated the quick resolution.,Positive
CALL2702,C10105,2025-02-28,Customer is happy with the product.,Positive
CALL2703,C10836,2025-11-14,Customer contacted support for general information.,Neutral
CALL2704,C10221,2025-03-27,Customer contacted support for general information.,Neutral
CALL2705,C10926,2025-09-23,Customer contacted support for general information.,Neutral
CALL2706,C10659,2025-10-26,Customer contacted support for general information.,Neutral
CALL2707,C10181,2026-02-24,Customer appreciated the quick resolution.,Positive
CALL2708,C10223,2025-09-03,Customer is happy with the product.,Positive
CALL2709,C10326,2025-10-20,Customer appreciated the quick resolution.,Positive
CALL2710,C10354,2025-04-23,Customer complained about delayed service.,Negative
CALL2711,C10925,2025-08-22,Customer expressed dissatisfaction with pricing.,Negative
CALL2712,C10721,2026-02-19,Customer contacted support for general information.,Neutral
CALL2713,C10887,2026-05-25,Customer said they may consider another provider.,Negative
CALL2714,C10662,2025-06-11,Customer complained about delayed service.,Negative
CALL2715,C10785,2025-01-02,Customer appreciated the quick resolution.,Positive
CALL2716,C10398,2025-06-30,Customer appreciated the quick resolution.,Positive
CALL2717,C10466,2025-04-29,Customer was satisfied with the service.,Positive
CALL2718,C10172,2025-01-24,Customer contacted support for general information.,Neutral
CALL2719,C10417,2025-02-21,Customer appreciated the quick resolution.,Positive
CALL2720,C10519,2026-07-02,Customer appreciated the quick resolution.,Positive
CALL2721,C10553,2025-07-16,Customer reported repeated unresolved issues.,Negative
CALL2722,C10088,2026-06-26,Customer was satisfied with the service.,Positive
CALL2723,C10923,2026-02-02,Customer was satisfied with the service.,Positive
CALL2724,C10138,2026-07-10,Customer expressed dissatisfaction with pricing.,Negative
CALL2725,C10387,2025-08-15,Customer contacted support for general information.,Neutral
CALL2726,C10075,2025-07-19,Customer contacted support for general information.,Neutral
CALL2727,C10258,2026-08-03,Customer contacted support for general information.,Neutral
CALL2728,C10115,2026-08-17,Customer said they may consider another provider.,Negative
CALL2729,C10122,2026-07-09,Customer expressed dissatisfaction with pricing.,Negative
CALL2730,C10522,2025-12-03,Customer appreciated the quick resolution.,Positive
CALL2731,C10770,2025-03-27,Customer is happy with the product.,Positive
CALL2732,C10791,2025-03-04,Customer was satisfied with the service.,Positive
CALL2733,C10657,2026-07-24,Customer appreciated the quick resolution.,Positive
CALL2734,C10237,2026-07-07,Customer said they may consider another provider.,Negative
CALL2735,C10321,2025-03-30,Customer contacted support for general information.,Neutral
CALL2736,C10812,2026-07-15,Customer appreciated the quick resolution.,Positive
CALL2737,C10668,2025-12-05,Customer was satisfied with the service.,Positive
CALL2738,C10938,2026-08-07,Customer was satisfied with the service.,Positive
CALL2739,C10541,2025-11-17,Customer contacted support for general information.,Neutral
CALL2740,C10996,2025-06-15,Customer contacted support for general information.,Neutral
CALL2741,C10494,2025-07-24,Customer contacted support for general information.,Neutral
CALL2742,C10619,2026-02-02,Customer contacted support for general information.,Neutral
CALL2743,C10190,2025-11-28,Customer is happy with the product.,Positive
CALL2744,C10800,2025-04-21,Customer contacted support for general information.,Neutral
CALL2745,C10597,2025-06-08,Customer is happy with the product.,Positive
CALL2746,C10842,2026-07-18,Customer said they may consider another provider.,Negative
CALL2747,C10269,2025-12-11,Customer contacted support for general information.,Neutral
CALL2748,C10158,2026-06-02,Customer contacted support for general information.,Neutral
CALL2749,C10603,2025-03-22,Customer was satisfied with the service.,Positive
CALL2750,C10680,2026-03-07,Customer was satisfied with the service.,Positive
CALL2751,C10046,2025-05-03,Customer contacted support for general information.,Neutral
CALL2752,C10581,2025-02-18,Customer contacted support for general information.,Neutral
CALL2753,C10980,2025-03-29,Customer appreciated the quick resolution.,Positive
CALL2754,C10922,2025-01-18,Customer complained about delayed service.,Negative
CALL2755,C10455,2025-07-27,Customer expressed dissatisfaction with pricing.,Negative
CALL2756,C10715,2025-11-26,Customer is happy with the product.,Positive
CALL2757,C10866,2026-01-01,Customer expressed dissatisfaction with pricing.,Negative
CALL2758,C10446,2025-01-09,Customer contacted support for general information.,Neutral
CALL2759,C10319,2026-03-25,Customer complained about delayed service.,Negative
CALL2760,C10339,2026-02-14,Customer contacted support for general information.,Neutral
CALL2761,C10761,2026-08-21,Customer was satisfied with the service.,Positive
CALL2762,C10639,2026-07-21,Customer contacted support for general information.,Neutral
CALL2763,C10486,2025-07-01,Customer reported repeated unresolved issues.,Negative
CALL2764,C10613,2026-04-22,Customer contacted support for general information.,Neutral
CALL2765,C10936,2026-08-06,Customer complained about delayed service.,Negative
CALL2766,C10635,2026-08-13,Customer reported repeated unresolved issues.,Negative
CALL2767,C10567,2026-08-29,Customer is happy with the product.,Positive
CALL2768,C10301,2025-10-19,Customer contacted support for general information.,Neutral
CALL2769,C10158,2025-10-16,Customer contacted support for general information.,Neutral
CALL2770,C10220,2026-02-04,Customer complained about delayed service.,Negative
CALL2771,C10639,2026-02-20,Customer said they may consider another provider.,Negative
CALL2772,C10982,2025-12-15,Customer appreciated the quick resolution.,Positive
CALL2773,C10132,2025-10-28,Customer complained about delayed service.,Negative
CALL2774,C10616,2026-01-05,Customer was satisfied with the service.,Positive
CALL2775,C10532,2026-02-11,Customer was satisfied with the service.,Positive
CALL2776,C10422,2025-10-03,Customer contacted support for general information.,Neutral
CALL2777,C10946,2025-03-11,Customer contacted support for general information.,Neutral
CALL2778,C10999,2026-01-07,Customer was satisfied with the service.,Positive
CALL2779,C10530,2025-07-24,Customer appreciated the quick resolution.,Positive
CALL2780,C10909,2025-04-18,Customer appreciated the quick resolution.,Positive
CALL2781,C10613,2026-02-18,Customer was satisfied with the service.,Positive
CALL2782,C10174,2025-03-28,Customer contacted support for general information.,Neutral
CALL2783,C10702,2025-07-31,Customer contacted support for general information.,Neutral
CALL2784,C10991,2026-06-04,Customer was satisfied with the service.,Positive
CALL2785,C10306,2026-03-31,Customer was satisfied with the service.,Positive
CALL2786,C10045,2026-08-14,Customer appreciated the quick resolution.,Positive
CALL2787,C10594,2025-06-14,Customer appreciated the quick resolution.,Positive
CALL2788,C10162,2026-07-20,Customer was satisfied with the service.,Positive
CALL2789,C10588,2026-01-16,Customer expressed dissatisfaction with pricing.,Negative
CALL2790,C10667,2026-08-03,Customer is happy with the product.,Positive
CALL2791,C10747,2025-10-31,Customer reported repeated unresolved issues.,Negative
CALL2792,C10302,2025-01-15,Customer contacted support for general information.,Neutral
CALL2793,C10554,2026-05-03,Customer appreciated the quick resolution.,Positive
CALL2794,C10377,2025-08-02,Customer is happy with the product.,Positive
CALL2795,C10638,2026-02-06,Customer expressed dissatisfaction with pricing.,Negative
CALL2796,C10727,2025-04-23,Customer said they may consider another provider.,Negative
CALL2797,C10163,2025-11-07,Customer complained about delayed service.,Negative
CALL2798,C10931,2025-04-20,Customer reported repeated unresolved issues.,Negative
CALL2799,C10069,2026-02-10,Customer complained about delayed service.,Negative
CALL2800,C10818,2025-08-07,Customer appreciated the quick resolution.,Positive
CALL2801,C10300,2026-08-05,Customer contacted support for general information.,Neutral
CALL2802,C10303,2025-03-26,Customer contacted support for general information.,Neutral
CALL2803,C10488,2025-07-25,Customer is happy with the product.,Positive
CALL2804,C10842,2025-03-18,Customer appreciated the quick resolution.,Positive
CALL2805,C10318,2025-07-06,Customer contacted support for general information.,Neutral
CALL2806,C10976,2025-03-24,Customer said they may consider another provider.,Negative
CALL2807,C10285,2026-07-31,Customer was satisfied with the service.,Positive
CALL2808,C10730,2025-04-06,Customer is happy with the product.,Positive
CALL2809,C10846,2025-12-25,Customer complained about delayed service.,Negative
CALL2810,C10882,2026-05-09,Customer is happy with the product.,Positive
CALL2811,C10168,2025-02-24,Customer said they may consider another provider.,Negative
CALL2812,C10853,2025-06-27,Customer contacted support for general information.,Neutral
CALL2813,C10755,2025-07-14,Customer was satisfied with the service.,Positive
CALL2814,C10101,2025-02-08,Customer appreciated the quick resolution.,Positive
CALL2815,C10511,2026-02-13,Customer expressed dissatisfaction with pricing.,Negative
CALL2816,C10294,2025-11-30,Customer contacted support for general information.,Neutral
CALL2817,C10444,2025-12-13,Customer appreciated the quick resolution.,Positive
CALL2818,C10313,2026-05-07,Customer contacted support for general information.,Neutral
CALL2819,C10165,2025-12-18,Customer reported repeated unresolved issues.,Negative
CALL2820,C10839,2025-06-22,Customer contacted support for general information.,Neutral
CALL2821,C10265,2026-01-18,Customer appreciated the quick resolution.,Positive
CALL2822,C10601,2025-03-01,Customer contacted support for general information.,Neutral
CALL2823,C10101,2025-07-25,Customer complained about delayed service.,Negative
CALL2824,C10065,2025-09-21,Customer contacted support for general information.,Neutral
CALL2825,C10399,2025-10-07,Customer contacted support for general information.,Neutral
CALL2826,C10323,2026-02-28,Customer reported repeated unresolved issues.,Negative
CALL2827,C10793,2025-12-27,Customer was satisfied with the service.,Positive
CALL2828,C10070,2026-04-10,Customer appreciated the quick resolution.,Positive
CALL2829,C10251,2025-09-10,Customer appreciated the quick resolution.,Positive
CALL2830,C10353,2025-10-14,Customer is happy with the product.,Positive
CALL2831,C10514,2025-07-11,Customer was satisfied with the service.,Positive
CALL2832,C10512,2026-03-10,Customer appreciated the quick resolution.,Positive
CALL2833,C10006,2025-06-01,Customer said they may consider another provider.,Negative
CALL2834,C10694,2025-02-26,Customer complained about delayed service.,Negative
CALL2835,C10103,2025-09-06,Customer is happy with the product.,Positive
CALL2836,C10121,2026-01-13,Customer contacted support for general information.,Neutral
CALL2837,C10206,2025-06-22,Customer is happy with the product.,Positive
CALL2838,C10587,2026-05-15,Customer complained about delayed service.,Negative
CALL2839,C10404,2025-10-08,Customer is happy with the product.,Positive
CALL2840,C10534,2026-01-18,Customer contacted support for general information.,Neutral
CALL2841,C10041,2025-01-27,Customer said they may consider another provider.,Negative
CALL2842,C10357,2026-05-12,Customer contacted support for general information.,Neutral
CALL2843,C10874,2025-07-19,Customer is happy with the product.,Positive
CALL2844,C10639,2025-12-12,Customer appreciated the quick resolution.,Positive
CALL2845,C10565,2026-04-20,Customer appreciated the quick resolution.,Positive
CALL2846,C10593,2026-01-31,Customer is happy with the product.,Positive
CALL2847,C10219,2025-12-23,Customer expressed dissatisfaction with pricing.,Negative
CALL2848,C10931,2026-08-16,Customer reported repeated unresolved issues.,Negative
CALL2849,C10127,2025-06-18,Customer contacted support for general information.,Neutral
CALL2850,C10383,2026-06-02,Customer contacted support for general information.,Neutral
CALL2851,C10246,2025-12-11,Customer appreciated the quick resolution.,Positive
CALL2852,C10395,2025-08-19,Customer appreciated the quick resolution.,Positive
CALL2853,C10770,2025-05-24,Customer appreciated the quick resolution.,Positive
CALL2854,C10986,2025-12-28,Customer contacted support for general information.,Neutral
CALL2855,C10033,2025-01-24,Customer contacted support for general information.,Neutral
CALL2856,C10249,2025-03-05,Customer was satisfied with the service.,Positive
CALL2857,C10526,2025-05-12,Customer said they may consider another provider.,Negative
CALL2858,C10619,2026-05-31,Customer is happy with the product.,Positive
CALL2859,C10912,2025-03-27,Customer expressed dissatisfaction with pricing.,Negative
CALL2860,C10200,2026-02-24,Customer expressed dissatisfaction with pricing.,Negative
CALL2861,C10057,2025-01-15,Customer complained about delayed service.,Negative
CALL2862,C10285,2025-05-08,Customer contacted support for general information.,Neutral
CALL2863,C10158,2026-08-25,Customer was satisfied with the service.,Positive
CALL2864,C10941,2026-03-12,Customer expressed dissatisfaction with pricing.,Negative
CALL2865,C10129,2025-05-13,Customer was satisfied with the service.,Positive
CALL2866,C10342,2026-03-14,Customer contacted support for general information.,Neutral
CALL2867,C10612,2026-04-07,Customer was satisfied with the service.,Positive
CALL2868,C10558,2025-03-15,Customer contacted support for general information.,Neutral
CALL2869,C10393,2026-03-23,Customer appreciated the quick resolution.,Positive
CALL2870,C10024,2025-06-26,Customer contacted support for general information.,Neutral
CALL2871,C10058,2025-07-17,Customer contacted support for general information.,Neutral
CALL2872,C10851,2025-01-04,Customer contacted support for general information.,Neutral
CALL2873,C10299,2025-08-03,Customer contacted support for general information.,Neutral
CALL2874,C10590,2026-02-18,Customer contacted support for general information.,Neutral
CALL2875,C10597,2025-08-24,Customer contacted support for general information.,Neutral
CALL2876,C10571,2025-07-16,Customer contacted support for general information.,Neutral
CALL2877,C10935,2025-09-22,Customer was satisfied with the service.,Positive
CALL2878,C10425,2025-08-23,Customer is happy with the product.,Positive
CALL2879,C10606,2025-08-22,Customer complained about delayed service.,Negative
CALL2880,C10849,2025-09-14,Customer contacted support for general information.,Neutral
CALL2881,C10391,2025-04-11,Customer complained about delayed service.,Negative
CALL2882,C10596,2026-02-08,Customer is happy with the product.,Positive
CALL2883,C10095,2026-01-12,Customer complained about delayed service.,Negative
CALL2884,C10681,2025-12-25,Customer reported repeated unresolved issues.,Negative
CALL2885,C10055,2025-03-24,Customer reported repeated unresolved issues.,Negative
CALL2886,C10878,2026-03-27,Customer contacted support for general information.,Neutral
CALL2887,C10894,2025-01-10,Customer appreciated the quick resolution.,Positive
CALL2888,C10644,2025-05-26,Customer contacted support for general information.,Neutral
CALL2889,C10451,2025-08-24,Customer was satisfied with the service.,Positive
CALL2890,C10933,2025-05-12,Customer contacted support for general information.,Neutral
CALL2891,C10298,2025-11-04,Customer appreciated the quick resolution.,Positive
CALL2892,C10086,2025-02-06,Customer is happy with the product.,Positive
CALL2893,C10547,2025-05-16,Customer reported repeated unresolved issues.,Negative
CALL2894,C10152,2025-09-17,Customer expressed dissatisfaction with pricing.,Negative
CALL2895,C10862,2025-05-18,Customer is happy with the product.,Positive
CALL2896,C10308,2026-06-19,Customer contacted support for general information.,Neutral
CALL2897,C10607,2025-03-14,Customer contacted support for general information.,Neutral
CALL2898,C10376,2025-10-27,Customer reported repeated unresolved issues.,Negative
CALL2899,C10629,2025-03-28,Customer was satisfied with the service.,Positive
CALL2900,C10173,2026-06-21,Customer contacted support for general information.,Neutral
CALL2901,C10140,2026-03-08,Customer was satisfied with the service.,Positive
CALL2902,C10685,2025-06-20,Customer contacted support for general information.,Neutral
CALL2903,C10164,2026-06-06,Customer is happy with the product.,Positive
CALL2904,C10114,2026-05-11,Customer expressed dissatisfaction with pricing.,Negative
CALL2905,C10353,2026-01-08,Customer was satisfied with the service.,Positive
CALL2906,C10250,2025-03-11,Customer appreciated the quick resolution.,Positive
CALL2907,C10470,2026-01-10,Customer contacted support for general information.,Neutral
CALL2908,C10192,2026-01-11,Customer was satisfied with the service.,Positive
CALL2909,C10205,2025-09-19,Customer reported repeated unresolved issues.,Negative
CALL2910,C10324,2025-11-24,Customer was satisfied with the service.,Positive
CALL2911,C10512,2026-07-04,Customer is happy with the product.,Positive
CALL2912,C10219,2025-12-12,Customer contacted support for general information.,Neutral
CALL2913,C10810,2026-04-25,Customer said they may consider another provider.,Negative
CALL2914,C10832,2026-03-02,Customer contacted support for general information.,Neutral
CALL2915,C10512,2026-02-11,Customer expressed dissatisfaction with pricing.,Negative
CALL2916,C10485,2026-04-16,Customer contacted support for general information.,Neutral
CALL2917,C10017,2025-11-23,Customer said they may consider another provider.,Negative
CALL2918,C10825,2025-06-09,Customer is happy with the product.,Positive
CALL2919,C10377,2025-08-17,Customer is happy with the product.,Positive
CALL2920,C10647,2025-07-26,Customer contacted support for general information.,Neutral
CALL2921,C10428,2025-12-17,Customer contacted support for general information.,Neutral
CALL2922,C10490,2025-06-26,Customer complained about delayed service.,Negative
CALL2923,C10339,2025-08-14,Customer reported repeated unresolved issues.,Negative
CALL2924,C10571,2025-09-18,Customer contacted support for general information.,Neutral
CALL2925,C10419,2025-02-13,Customer expressed dissatisfaction with pricing.,Negative
CALL2926,C10625,2026-02-27,Customer complained about delayed service.,Negative
CALL2927,C10416,2025-08-07,Customer is happy with the product.,Positive
CALL2928,C10536,2025-05-09,Customer said they may consider another provider.,Negative
CALL2929,C10765,2026-06-12,Customer contacted support for general information.,Neutral
CALL2930,C10700,2026-08-17,Customer expressed dissatisfaction with pricing.,Negative
CALL2931,C10209,2025-09-06,Customer contacted support for general information.,Neutral
CALL2932,C10775,2025-09-17,Customer reported repeated unresolved issues.,Negative
CALL2933,C10564,2025-01-27,Customer contacted support for general information.,Neutral
CALL2934,C10729,2026-07-30,Customer is happy with the product.,Positive
CALL2935,C10103,2026-02-21,Customer was satisfied with the service.,Positive
CALL2936,C10844,2026-09-01,Customer contacted support for general information.,Neutral
CALL2937,C10174,2025-11-25,Customer reported repeated unresolved issues.,Negative
CALL2938,C10831,2026-08-24,Customer was satisfied with the service.,Positive
CALL2939,C10966,2026-02-26,Customer contacted support for general information.,Neutral
CALL2940,C10519,2026-04-19,Customer contacted support for general information.,Neutral
CALL2941,C10160,2025-06-24,Customer was satisfied with the service.,Positive
CALL2942,C10229,2025-06-25,Customer reported repeated unresolved issues.,Negative
CALL2943,C10353,2026-08-11,Customer contacted support for general information.,Neutral
CALL2944,C10910,2026-08-24,Customer expressed dissatisfaction with pricing.,Negative
CALL2945,C10548,2025-07-14,Customer is happy with the product.,Positive
CALL2946,C10016,2026-05-13,Customer appreciated the quick resolution.,Positive
CALL2947,C10827,2026-06-26,Customer complained about delayed service.,Negative
CALL2948,C10904,2025-05-05,Customer contacted support for general information.,Neutral
CALL2949,C10632,2025-06-16,Customer contacted support for general information.,Neutral
CALL2950,C10001,2026-06-20,Customer complained about delayed service.,Negative
CALL2951,C10529,2025-12-02,Customer said they may consider another provider.,Negative
CALL2952,C10872,2025-11-12,Customer contacted support for general information.,Neutral
CALL2953,C10289,2026-02-15,Customer appreciated the quick resolution.,Positive
CALL2954,C10954,2026-06-06,Customer was satisfied with the service.,Positive
CALL2955,C10523,2026-05-28,Customer complained about delayed service.,Negative
CALL2956,C10603,2026-07-16,Customer was satisfied with the service.,Positive
CALL2957,C10473,2026-08-06,Customer appreciated the quick resolution.,Positive
CALL2958,C10863,2025-03-03,Customer contacted support for general information.,Neutral
CALL2959,C10448,2026-03-02,Customer was satisfied with the service.,Positive
CALL2960,C10571,2026-08-05,Customer is happy with the product.,Positive
CALL2961,C10123,2025-05-20,Customer said they may consider another provider.,Negative
CALL2962,C10297,2026-02-25,Customer reported repeated unresolved issues.,Negative
CALL2963,C10259,2025-06-15,Customer contacted support for general information.,Neutral
CALL2964,C10964,2026-03-05,Customer contacted support for general information.,Neutral
CALL2965,C10752,2025-06-30,Customer expressed dissatisfaction with pricing.,Negative
CALL2966,C10945,2025-09-27,Customer reported repeated unresolved issues.,Negative
CALL2967,C10583,2026-04-15,Customer contacted support for general information.,Neutral
CALL2968,C10502,2025-11-26,Customer is happy with the product.,Positive
CALL2969,C10883,2025-03-23,Customer is happy with the product.,Positive
CALL2970,C10332,2025-08-04,Customer was satisfied with the service.,Positive
CALL2971,C10113,2025-10-01,Customer contacted support for general information.,Neutral
CALL2972,C10263,2026-02-11,Customer appreciated the quick resolution.,Positive
CALL2973,C10334,2026-02-20,Customer reported repeated unresolved issues.,Negative
CALL2974,C10087,2026-07-02,Customer contacted support for general information.,Neutral
CALL2975,C10277,2026-03-23,Customer was satisfied with the service.,Positive
CALL2976,C10696,2026-07-18,Customer was satisfied with the service.,Positive
CALL2977,C10311,2025-09-15,Customer contacted support for general information.,Neutral
CALL2978,C10196,2025-11-18,Customer appreciated the quick resolution.,Positive
CALL2979,C10071,2025-02-26,Customer contacted support for general information.,Neutral
CALL2980,C10666,2025-10-24,Customer contacted support for general information.,Neutral
CALL2981,C10841,2025-01-13,Customer was satisfied with the service.,Positive
CALL2982,C10520,2025-09-12,Customer is happy with the product.,Positive
CALL2983,C10379,2025-07-13,Customer reported repeated unresolved issues.,Negative
CALL2984,C10196,2025-07-28,Customer appreciated the quick resolution.,Positive
CALL2985,C10376,2025-05-21,Customer was satisfied with the service.,Positive
CALL2986,C10316,2026-04-15,Customer contacted support for general information.,Neutral
CALL2987,C10577,2026-06-20,Customer appreciated the quick resolution.,Positive
CALL2988,C10521,2025-04-04,Customer is happy with the product.,Positive
CALL2989,C10616,2025-12-02,Customer appreciated the quick resolution.,Positive
CALL2990,C10753,2026-05-29,Customer was satisfied with the service.,Positive
CALL2991,C10139,2026-06-03,Customer said they may consider another provider.,Negative
CALL2992,C10706,2025-09-06,Customer was satisfied with the service.,Positive
CALL2993,C10323,2026-07-22,Customer contacted support for general information.,Neutral
CALL2994,C10944,2025-04-29,Customer contacted support for general information.,Neutral
CALL2995,C10528,2025-03-01,Customer said they may consider another provider.,Negative
CALL2996,C10088,2025-06-24,Customer is happy with the product.,Positive
CALL2997,C10943,2026-05-04,Customer contacted support for general information.,Neutral
CALL2998,C10602,2025-10-17,Customer contacted support for general information.,Neutral
CALL2999,C10823,2025-06-26,Customer contacted support for general information.,Neutral
CALL3000,C10797,2025-05-13,Customer said they may consider another provider.,Negative
CALL3001,C10747,2025-08-13,Customer reported repeated unresolved issues.,Negative
CALL3002,C10168,2026-04-24,Customer is happy with the product.,Positive
CALL3003,C10985,2025-06-07,Customer contacted support for general information.,Neutral
CALL3004,C10960,2025-08-16,Customer appreciated the quick resolution.,Positive
CALL3005,C10880,2025-12-31,Customer complained about delayed service.,Negative
CALL3006,C10769,2025-12-12,Customer contacted support for general information.,Neutral
CALL3007,C10763,2026-04-29,Customer is happy with the product.,Positive
CALL3008,C10944,2026-08-31,Customer expressed dissatisfaction with pricing.,Negative
CALL3009,C10356,2026-03-17,Customer reported repeated unresolved issues.,Negative
CALL3010,C10423,2025-02-24,Customer was satisfied with the service.,Positive
CALL3011,C10384,2025-04-08,Customer complained about delayed service.,Negative
CALL3012,C10294,2025-09-10,Customer said they may consider another provider.,Negative
CALL3013,C10280,2026-03-16,Customer contacted support for general information.,Neutral
CALL3014,C10211,2025-08-17,Customer appreciated the quick resolution.,Positive
CALL3015,C10520,2025-08-01,Customer reported repeated unresolved issues.,Negative
CALL3016,C10922,2026-08-13,Customer was satisfied with the service.,Positive
CALL3017,C10021,2025-08-12,Customer contacted support for general information.,Neutral
CALL3018,C10393,2025-06-24,Customer is happy with the product.,Positive
CALL3019,C10895,2025-04-29,Customer contacted support for general information.,Neutral
CALL3020,C10379,2026-02-06,Customer contacted support for general information.,Neutral
CALL3021,C10024,2025-05-23,Customer is happy with the product.,Positive
CALL3022,C10004,2025-11-16,Customer said they may consider another provider.,Negative
CALL3023,C10850,2025-09-14,Customer is happy with the product.,Positive
CALL3024,C10267,2025-08-14,Customer reported repeated unresolved issues.,Negative
CALL3025,C10814,2025-10-06,Customer expressed dissatisfaction with pricing.,Negative
CALL3026,C10982,2026-03-16,Customer appreciated the quick resolution.,Positive
CALL3027,C10571,2025-02-19,Customer appreciated the quick resolution.,Positive
CALL3028,C10525,2026-06-03,Customer was satisfied with the service.,Positive
CALL3029,C10041,2025-09-30,Customer contacted support for general information.,Neutral
CALL3030,C10824,2025-02-23,Customer was satisfied with the service.,Positive
CALL3031,C10347,2025-09-29,Customer was satisfied with the service.,Positive
CALL3032,C10604,2025-11-24,Customer reported repeated unresolved issues.,Negative
CALL3033,C10652,2025-06-01,Customer contacted support for general information.,Neutral
CALL3034,C10629,2025-11-22,Customer appreciated the quick resolution.,Positive
CALL3035,C10527,2025-12-03,Customer contacted support for general information.,Neutral
CALL3036,C10092,2026-06-04,Customer contacted support for general information.,Neutral
CALL3037,C10488,2025-11-30,Customer contacted support for general information.,Neutral
CALL3038,C10322,2026-03-16,Customer contacted support for general information.,Neutral
CALL3039,C10875,2025-08-03,Customer is happy with the product.,Positive
CALL3040,C10850,2025-02-27,Customer appreciated the quick resolution.,Positive
CALL3041,C10576,2026-01-12,Customer said they may consider another provider.,Negative
CALL3042,C10392,2025-02-16,Customer reported repeated unresolved issues.,Negative
CALL3043,C10980,2025-11-08,Customer complained about delayed service.,Negative
CALL3044,C10617,2025-03-20,Customer contacted support for general information.,Neutral
CALL3045,C10119,2025-04-30,Customer is happy with the product.,Positive
CALL3046,C10434,2026-02-22,Customer contacted support for general information.,Neutral
CALL3047,C10595,2025-10-07,Customer contacted support for general information.,Neutral
CALL3048,C10774,2026-02-06,Customer is happy with the product.,Positive
CALL3049,C10709,2026-05-24,Customer contacted support for general information.,Neutral
CALL3050,C10648,2025-10-17,Customer was satisfied with the service.,Positive
CALL3051,C10447,2025-05-06,Customer is happy with the product.,Positive
CALL3052,C10590,2026-03-28,Customer contacted support for general information.,Neutral
CALL3053,C10584,2026-03-06,Customer contacted support for general information.,Neutral
CALL3054,C10012,2026-08-14,Customer contacted support for general information.,Neutral
CALL3055,C10443,2026-05-08,Customer said they may consider another provider.,Negative
CALL3056,C10099,2025-11-03,Customer contacted support for general information.,Neutral
CALL3057,C10724,2025-08-13,Customer contacted support for general information.,Neutral
CALL3058,C10728,2025-04-25,Customer appreciated the quick resolution.,Positive
CALL3059,C10564,2025-08-21,Customer contacted support for general information.,Neutral
CALL3060,C10185,2025-01-04,Customer appreciated the quick resolution.,Positive
CALL3061,C10933,2026-06-29,Customer complained about delayed service.,Negative
CALL3062,C10404,2025-07-15,Customer is happy with the product.,Positive
CALL3063,C10261,2025-02-12,Customer was satisfied with the service.,Positive
CALL3064,C10862,2026-08-08,Customer is happy with the product.,Positive
CALL3065,C10485,2025-02-25,Customer said they may consider another provider.,Negative
CALL3066,C10317,2025-05-07,Customer appreciated the quick resolution.,Positive
CALL3067,C10243,2025-08-03,Customer appreciated the quick resolution.,Positive
CALL3068,C10727,2025-12-29,Customer is happy with the product.,Positive
CALL3069,C10971,2026-07-04,Customer contacted support for general information.,Neutral
CALL3070,C10578,2025-11-15,Customer contacted support for general information.,Neutral
CALL3071,C10315,2025-09-24,Customer contacted support for general information.,Neutral
CALL3072,C10510,2026-08-11,Customer contacted support for general information.,Neutral
CALL3073,C10561,2026-08-28,Customer contacted support for general information.,Neutral
CALL3074,C10434,2025-04-21,Customer appreciated the quick resolution.,Positive
CALL3075,C10889,2025-09-12,Customer expressed dissatisfaction with pricing.,Negative
CALL3076,C10678,2025-08-12,Customer appreciated the quick resolution.,Positive
CALL3077,C10738,2025-09-11,Customer is happy with the product.,Positive
CALL3078,C10572,2025-01-18,Customer contacted support for general information.,Neutral
CALL3079,C10452,2025-03-21,Customer expressed dissatisfaction with pricing.,Negative
CALL3080,C10875,2025-04-11,Customer appreciated the quick resolution.,Positive
CALL3081,C10516,2025-03-13,Customer appreciated the quick resolution.,Positive
CALL3082,C10833,2025-11-28,Customer was satisfied with the service.,Positive
CALL3083,C10174,2025-05-26,Customer was satisfied with the service.,Positive
CALL3084,C10005,2025-10-18,Customer expressed dissatisfaction with pricing.,Negative
CALL3085,C10780,2025-09-24,Customer said they may consider another provider.,Negative
CALL3086,C10766,2025-10-02,Customer reported repeated unresolved issues.,Negative
CALL3087,C10483,2025-02-06,Customer expressed dissatisfaction with pricing.,Negative
CALL3088,C10351,2025-01-15,Customer was satisfied with the service.,Positive
