product_id,customer_id,product_type,start_date,status
P1265,C10854,Savings,2022-10-27,Active
P1266,C10562,Loan,2023-09-02,Active
P1267,C10172,Loan,2024-06-05,Active
P1268,C10166,Savings,2023-02-07,Active
P1269,C10281,Credit Card,2023-11-04,Active
P1270,C10164,Savings,2024-01-27,Pending
P1271,C10469,Insurance,2025-03-28,Active
P1272,C10454,Savings,2022-11-01,Active
P1273,C10607,Savings,2023-10-13,Active
P1274,C10698,Loan,2025-03-15,Active
P1275,C10222,Credit Card,2025-03-19,Active
P1276,C10775,Insurance,2023-01-02,Active
P1277,C10804,Insurance,2025-05-31,Active
P1278,C10560,Investment,2023-10-21,Closed
P1279,C10579,Investment,2022-08-10,Active
P1280,C10895,Investment,2024-04-24,Active
P1281,C10007,Credit Card,2025-10-15,Active
P1282,C10386,Investment,2023-08-22,Pending
P1283,C10892,Savings,2023-02-21,Pending
P1284,C10380,Investment,2024-08-22,Active
P1285,C10439,Insurance,2022-04-07,Active
P1286,C10726,Savings,2024-02-08,Active
P1287,C10468,Savings,2023-10-13,Active
P1288,C10504,Insurance,2024-05-16,Closed
P1289,C10366,Insurance,2022-05-10,Closed
P1290,C10656,Credit Card,2023-12-04,Active
P1291,C10087,Credit Card,2024-09-14,Closed
P1292,C10004,Investment,2025-12-03,Active
P1293,C10633,Savings,2024-02-26,Active
P1294,C10145,Loan,2025-05-12,Active
P1295,C10723,Credit Card,2025-03-04,Active
P1296,C10978,Credit Card,2025-07-04,Active
P1297,C10486,Investment,2023-03-24,Active
P1298,C10154,Credit Card,2022-11-06,Closed
P1299,C10630,Savings,2024-03-30,Closed
P1300,C10071,Savings,2024-11-12,Pending
P1301,C10773,Credit Card,2025-03-07,Active
P1302,C10251,Loan,2025-05-22,Active
P1303,C10248,Insurance,2025-11-15,Closed
P1304,C10056,Insurance,2024-07-04,Active
P1305,C10304,Savings,2022-01-14,Active
P1306,C10097,Insurance,2024-05-04,Closed
P1307,C10863,Savings,2025-07-15,Active
P1308,C10268,Insurance,2025-01-14,Active
P1309,C10513,Insurance,2025-07-13,Active
P1310,C10354,Insurance,2023-11-11,Pending
P1311,C10697,Insurance,2024-10-24,Pending
P1312,C10230,Insurance,2022-05-11,Active
P1313,C10813,Loan,2023-12-13,Active
P1314,C10747,Investment,2025-01-09,Active
P1315,C10922,Investment,2024-12-12,Active
P1316,C10466,Loan,2022-02-03,Pending
P1317,C10556,Insurance,2022-02-08,Active
P1318,C10680,Loan,2022-09-08,Closed
P1319,C10052,Insurance,2024-07-05,Active
P1320,C10272,Savings,2022-08-11,Closed
P1321,C10674,Insurance,2024-07-21,Pending
P1322,C10562,Insurance,2024-11-21,Active
P1323,C10917,Savings,2025-03-03,Active
P1324,C10996,Loan,2022-02-19,Active
P1325,C10404,Insurance,2024-06-02,Active
P1326,C10295,Loan,2024-05-20,Active
P1327,C10436,Loan,2024-10-03,Active
P1328,C10644,Loan,2024-03-26,Active
P1329,C10890,Loan,2025-02-20,Active
P1330,C10547,Loan,2022-09-09,Active
P1331,C10669,Credit Card,2025-09-27,Active
P1332,C10413,Savings,2024-12-26,Active
P1333,C10765,Loan,2024-11-22,Active
P1334,C10050,Savings,2022-06-18,Active
P1335,C10448,Credit Card,2025-09-17,Active
P1336,C10232,Insurance,2025-09-07,Active
P1337,C10516,Insurance,2024-02-11,Active
P1338,C10178,Loan,2024-03-27,Active
P1339,C10850,Insurance,2025-04-24,Active
P1340,C10735,Savings,2022-10-07,Active
P1341,C10163,Savings,2025-07-06,Pending
P1342,C10797,Savings,2023-07-15,Active
P1343,C10497,Credit Card,2024-07-24,Active
P1344,C10959,Credit Card,2025-04-10,Active
P1345,C10499,Insurance,2024-04-06,Active
P1346,C10831,Insurance,2023-09-22,Active
P1347,C10157,Loan,2023-07-17,Pending
P1348,C10290,Insurance,2024-03-03,Active
P1349,C10787,Insurance,2025-07-11,Active
P1350,C10062,Investment,2025-01-30,Pending
P1351,C10445,Credit Card,2022-02-27,Active
P1352,C10226,Savings,2022-03-04,Active
P1353,C10672,Loan,2025-02-26,Active
P1354,C10560,Savings,2022-11-29,Closed
P1355,C10665,Savings,2023-12-06,Active
P1356,C10679,Savings,2023-08-12,Closed
P1357,C10955,Loan,2024-06-23,Closed
P1358,C10113,Savings,2022-02-13,Active
P1359,C10792,Credit Card,2023-12-05,Active
P1360,C10659,Investment,2025-11-07,Closed
P1361,C10277,Credit Card,2022-12-05,Active
P1362,C10101,Credit Card,2025-10-30,Active
P1363,C10542,Credit Card,2025-04-20,Pending
P1364,C10107,Loan,2024-02-29,Active
P1365,C10788,Credit Card,2023-04-08,Active
P1366,C10364,Savings,2024-06-08,Active
P1367,C10373,Credit Card,2024-03-14,Active
P1368,C10735,Insurance,2024-02-21,Active
P1369,C10399,Investment,2024-01-11,Active
P1370,C10062,Savings,2022-04-11,Pending
P1371,C10522,Loan,2023-02-16,Pending
P1372,C10669,Insurance,2023-12-27,Active
P1373,C10595,Savings,2024-10-12,Active
P1374,C10233,Insurance,2025-11-28,Active
P1375,C10140,Investment,2023-02-10,Active
P1376,C10611,Savings,2023-01-07,Active
P1377,C10297,Insurance,2022-09-18,Active
P1378,C10825,Savings,2025-02-17,Active
P1379,C10612,Insurance,2025-09-10,Active
P1380,C10379,Loan,2022-03-30,Active
P1381,C10719,Investment,2023-07-08,Active
P1382,C10938,Savings,2023-02-07,Active
P1383,C10448,Credit Card,2024-09-04,Active
P1384,C10644,Savings,2022-07-26,Active
P1385,C10181,Credit Card,2022-09-13,Active
P1386,C10078,Investment,2024-06-12,Active
P1387,C10685,Investment,2025-06-11,Closed
P1388,C10373,Credit Card,2024-04-11,Active
P1389,C10013,Savings,2025-04-26,Closed
P1390,C10476,Insurance,2024-10-31,Active
P1391,C10524,Credit Card,2025-12-13,Closed
P1392,C10124,Investment,2024-12-10,Closed
P1393,C10536,Insurance,2023-02-12,Active
P1394,C10822,Savings,2025-01-07,Active
P1395,C10040,Credit Card,2023-07-27,Pending
P1396,C10903,Savings,2024-01-21,Active
P1397,C10761,Credit Card,2022-05-09,Active
P1398,C10388,Credit Card,2023-05-01,Active
P1399,C10155,Credit Card,2023-08-30,Active
P1400,C10433,Credit Card,2024-08-23,Active
P1401,C10210,Insurance,2025-02-04,Active
P1402,C10061,Loan,2025-06-15,Active
P1403,C10101,Credit Card,2022-08-31,Active
P1404,C10856,Loan,2022-02-09,Active
P1405,C10225,Insurance,2024-10-05,Active
P1406,C10337,Credit Card,2023-03-12,Closed
P1407,C10573,Investment,2022-03-24,Pending
P1408,C10952,Insurance,2023-02-18,Active
P1409,C10855,Credit Card,2023-07-25,Active
P1410,C10871,Loan,2023-01-29,Active
P1411,C10249,Loan,2025-12-15,Active
P1412,C10575,Insurance,2023-08-03,Active
P1413,C10933,Investment,2023-12-25,Active
P1414,C10362,Savings,2024-04-23,Active
P1415,C10949,Loan,2025-01-31,Pending
P1416,C10527,Savings,2024-03-09,Closed
P1417,C10237,Savings,2023-06-28,Closed
P1418,C10415,Insurance,2024-04-30,Active
P1419,C10181,Investment,2024-08-02,Active
P1420,C10632,Loan,2024-02-01,Active
P1421,C10732,Savings,2023-01-20,Active
P1422,C10638,Savings,2025-02-20,Active
P1423,C10811,Insurance,2023-11-22,Active
P1424,C10271,Loan,2025-10-20,Active
P1425,C10096,Credit Card,2023-02-20,Active
P1426,C10257,Credit Card,2022-04-11,Active
P1427,C10117,Investment,2024-01-11,Closed
P1428,C10440,Investment,2025-01-15,Active
P1429,C10585,Loan,2023-09-21,Active
P1430,C10824,Savings,2024-03-25,Closed
P1431,C10119,Loan,2024-04-29,Active
P1432,C10951,Savings,2024-03-25,Pending
P1433,C10450,Investment,2023-10-28,Closed
P1434,C10576,Insurance,2024-06-27,Active
P1435,C10130,Loan,2023-08-18,Active
P1436,C10214,Credit Card,2023-08-20,Pending
P1437,C10643,Savings,2025-10-24,Active
P1438,C10814,Investment,2024-11-06,Active
P1439,C10983,Savings,2023-09-30,Active
P1440,C10559,Credit Card,2023-10-13,Active
P1441,C10867,Loan,2023-08-26,Active
P1442,C10499,Savings,2023-07-23,Active
P1443,C10985,Credit Card,2022-05-01,Active
P1444,C10241,Credit Card,2022-03-29,Active
P1445,C10698,Loan,2024-12-24,Active
P1446,C10438,Credit Card,2022-10-08,Pending
P1447,C10172,Investment,2024-03-29,Active
P1448,C10041,Insurance,2023-04-06,Active
P1449,C10038,Investment,2024-10-16,Closed
P1450,C10194,Savings,2022-02-14,Active
P1451,C10224,Insurance,2022-11-23,Active
P1452,C10134,Savings,2023-01-02,Active
P1453,C10680,Loan,2023-12-12,Active
P1454,C10807,Savings,2024-10-26,Pending
P1455,C10555,Savings,2022-07-12,Closed
P1456,C10682,Savings,2023-06-09,Active
P1457,C10091,Credit Card,2024-08-10,Active
P1458,C10427,Savings,2024-09-29,Active
P1459,C10612,Insurance,2022-08-27,Closed
P1460,C10899,Savings,2023-02-02,Closed
P1461,C10284,Insurance,2024-03-11,Active
P1462,C10971,Insurance,2022-09-27,Active
P1463,C10795,Savings,2025-08-15,Active
P1464,C10342,Credit Card,2024-12-10,Active
P1465,C10404,Credit Card,2025-12-30,Closed
P1466,C10789,Insurance,2023-05-05,Active
P1467,C10239,Credit Card,2024-12-04,Pending
P1468,C10923,Savings,2023-07-07,Pending
P1469,C10766,Investment,2022-06-23,Active
P1470,C10484,Investment,2024-05-13,Active
P1471,C10202,Loan,2024-07-24,Pending
P1472,C10626,Investment,2022-11-01,Closed
P1473,C10848,Loan,2022-06-25,Closed
P1474,C10512,Loan,2024-12-14,Active
P1475,C10628,Investment,2025-05-17,Active
P1476,C10847,Insurance,2025-12-23,Active
P1477,C10478,Investment,2022-07-23,Closed
P1478,C10342,Investment,2024-11-18,Active
P1479,C10468,Savings,2023-05-21,Active
P1480,C10832,Loan,2022-05-24,Closed
P1481,C10619,Investment,2022-01-04,Active
P1482,C10247,Investment,2025-01-03,Active
P1483,C10572,Loan,2025-03-04,Active
P1484,C10382,Savings,2024-07-13,Pending
P1485,C10505,Investment,2023-07-05,Active
P1486,C10058,Loan,2023-10-01,Closed
P1487,C10538,Credit Card,2023-12-16,Active
P1488,C10732,Savings,2025-06-01,Active
P1489,C10018,Loan,2022-05-04,Active
P1490,C10968,Savings,2025-02-02,Active
P1491,C10485,Credit Card,2025-05-17,Active
P1492,C10556,Credit Card,2024-12-10,Active
P1493,C10688,Savings,2023-12-08,Active
P1494,C10594,Savings,2022-12-11,Active
P1495,C10685,Insurance,2022-01-15,Active
P1496,C10965,Credit Card,2024-05-12,Active
P1497,C10023,Savings,2025-12-23,Active
P1498,C10759,Loan,2025-10-28,Active
P1499,C10292,Savings,2022-06-04,Active
P1500,C10454,Investment,2022-01-18,Active
P1501,C10688,Savings,2025-03-24,Active
P1502,C10763,Savings,2024-12-09,Active
P1503,C10217,Investment,2023-12-25,Active
P1504,C10824,Savings,2025-07-14,Active
P1505,C10311,Savings,2023-06-28,Active
P1506,C10657,Insurance,2025-07-07,Active
P1507,C10324,Insurance,2023-05-29,Active
P1508,C10731,Investment,2022-04-21,Active
P1509,C10667,Investment,2025-10-04,Active
P1510,C10757,Investment,2024-02-24,Closed
P1511,C10160,Insurance,2023-10-19,Active
P1512,C10305,Credit Card,2025-04-13,Active
P1513,C10891,Investment,2025-07-21,Active
P1514,C10252,Loan,2022-08-03,Active
P1515,C10036,Savings,2025-01-31,Closed
P1516,C10972,Credit Card,2024-05-15,Closed
P1517,C10785,Savings,2023-12-13,Active
P1518,C10885,Savings,2025-01-25,Active
P1519,C10860,Investment,2025-09-21,Active
P1520,C10968,Credit Card,2023-08-28,Active
P1521,C10100,Loan,2023-06-24,Active
P1522,C10979,Savings,2025-07-28,Active
P1523,C10831,Credit Card,2023-09-16,Closed
P1524,C10473,Credit Card,2025-08-27,Closed
P1525,C10075,Loan,2025-10-18,Closed
P1526,C10380,Credit Card,2024-09-29,Active
P1527,C10596,Savings,2023-08-17,Active
P1528,C10337,Loan,2024-08-06,Active
P1529,C10105,Loan,2025-10-19,Active
P1530,C10495,Insurance,2025-02-10,Closed
P1531,C10679,Credit Card,2025-02-08,Active
P1532,C10223,Investment,2022-03-25,Active
P1533,C10856,Loan,2023-09-02,Active
P1534,C10828,Credit Card,2024-02-29,Active
P1535,C10885,Loan,2023-11-03,Pending
P1536,C10246,Loan,2025-08-31,Active
P1537,C10570,Investment,2022-04-25,Active
P1538,C10654,Loan,2023-06-04,Active
P1539,C10983,Loan,2022-02-16,Active
P1540,C10354,Loan,2024-01-22,Pending
P1541,C10898,Savings,2024-05-11,Active
P1542,C10935,Insurance,2025-11-25,Active
P1543,C10606,Savings,2025-03-09,Pending
P1544,C10756,Credit Card,2022-03-06,Active
P1545,C10550,Loan,2022-06-18,Active
P1546,C10640,Loan,2023-12-31,Active
P1547,C10133,Investment,2023-08-27,Active
P1548,C10076,Insurance,2024-07-16,Active
P1549,C10402,Insurance,2024-04-08,Active
P1550,C10540,Investment,2023-11-25,Pending
P1551,C10675,Investment,2022-05-13,Active
P1552,C10991,Savings,2025-03-29,Active
P1553,C10886,Insurance,2023-05-21,Pending
P1554,C10379,Investment,2023-02-22,Active
P1555,C10318,Investment,2024-12-21,Active
P1556,C10584,Insurance,2022-05-10,Active
P1557,C10985,Loan,2023-07-08,Active
P1558,C10506,Loan,2022-05-14,Active
P1559,C10961,Loan,2022-04-22,Pending
P1560,C10883,Credit Card,2024-05-04,Active
P1561,C10680,Credit Card,2022-02-22,Active
P1562,C10371,Credit Card,2022-12-07,Closed
P1563,C10608,Insurance,2025-10-10,Active
P1564,C10969,Credit Card,2022-10-07,Active
P1565,C10547,Loan,2025-06-23,Closed
P1566,C10108,Loan,2022-06-02,Active
P1567,C10798,Insurance,2023-12-10,Active
P1568,C10639,Loan,2024-06-01,Active
P1569,C10718,Credit Card,2023-09-25,Active
P1570,C10241,Investment,2025-06-13,Active
P1571,C10975,Credit Card,2025-07-04,Active
P1572,C10044,Investment,2022-08-09,Closed
P1573,C10852,Credit Card,2023-10-14,Active
P1574,C10562,Credit Card,2023-12-12,Closed
P1575,C10184,Savings,2023-12-05,Closed
P1576,C10533,Savings,2024-04-18,Active
P1577,C10552,Insurance,2022-03-23,Active
P1578,C10365,Investment,2025-01-10,Pending
P1579,C10567,Savings,2023-09-03,Active
P1580,C10370,Credit Card,2024-08-10,Active
P1581,C10294,Savings,2025-08-12,Active
P1582,C10916,Investment,2025-03-07,Active
P1583,C10752,Investment,2024-05-13,Pending
P1584,C10872,Loan,2025-05-21,Pending
P1585,C10308,Loan,2025-05-01,Active
P1586,C10088,Credit Card,2023-12-09,Active
P1587,C10095,Investment,2024-07-19,Pending
P1588,C10759,Loan,2025-07-28,Active
P1589,C10978,Savings,2022-07-15,Active
P1590,C10305,Investment,2023-12-10,Closed
P1591,C10663,Investment,2023-08-04,Active
P1592,C10140,Savings,2024-03-15,Active
P1593,C10632,Savings,2023-02-17,Closed
P1594,C10770,Investment,2025-08-18,Active
P1595,C10191,Savings,2024-12-17,Closed
P1596,C10407,Insurance,2023-12-28,Closed
P1597,C10052,Loan,2023-07-24,Active
P1598,C10284,Investment,2024-03-14,Active
P1599,C10382,Credit Card,2024-01-18,Active
P1600,C10642,Investment,2024-09-14,Active
P1601,C10922,Loan,2022-11-19,Active
P1602,C10893,Credit Card,2022-08-15,Active
P1603,C10592,Loan,2025-01-09,Active
P1604,C10336,Credit Card,2025-04-10,Active
P1605,C10013,Investment,2025-01-11,Active
P1606,C10001,Loan,2023-06-08,Closed
P1607,C10466,Insurance,2024-01-24,Active
P1608,C10430,Savings,2024-03-04,Active
P1609,C10896,Investment,2022-10-27,Active
P1610,C10947,Savings,2023-11-20,Active
P1611,C10904,Loan,2023-09-03,Active
P1612,C10077,Investment,2023-01-04,Active
P1613,C10836,Credit Card,2025-03-01,Active
P1614,C10412,Credit Card,2023-11-27,Active
P1615,C10916,Insurance,2023-01-13,Active
P1616,C10162,Savings,2023-09-01,Active
P1617,C10952,Credit Card,2024-10-27,Active
P1618,C10429,Insurance,2024-06-03,Active
P1619,C10901,Insurance,2022-05-01,Pending
P1620,C10666,Credit Card,2024-04-27,Active
P1621,C10278,Savings,2025-12-17,Active
P1622,C10622,Credit Card,2023-01-10,Active
P1623,C10712,Loan,2022-06-22,Active
P1624,C10330,Investment,2024-10-28,Active
P1625,C10005,Loan,2022-03-30,Active
P1626,C10201,Savings,2023-12-23,Closed
P1627,C10948,Insurance,2024-01-10,Active
P1628,C10140,Investment,2024-09-01,Active
P1629,C10819,Insurance,2023-12-09,Active
P1630,C10177,Savings,2025-04-02,Active
P1631,C10947,Investment,2024-01-24,Active
P1632,C10970,Insurance,2022-06-22,Active
P1633,C10721,Savings,2022-12-17,Active
P1634,C10391,Investment,2025-12-15,Active
P1635,C10878,Savings,2022-11-01,Active
P1636,C10973,Investment,2023-05-18,Active
P1637,C10183,Insurance,2025-01-14,Active
P1638,C10347,Insurance,2022-01-01,Active
P1639,C10537,Credit Card,2023-01-24,Active
P1640,C10139,Insurance,2023-12-17,Active
P1641,C10771,Loan,2022-05-31,Active
P1642,C10500,Credit Card,2023-10-08,Active
P1643,C10012,Loan,2025-10-19,Pending
P1644,C10400,Loan,2025-01-23,Active
P1645,C10701,Savings,2022-05-07,Active
P1646,C10576,Loan,2025-08-26,Pending
P1647,C10852,Investment,2023-08-31,Active
P1648,C10865,Savings,2023-08-07,Active
P1649,C10612,Credit Card,2025-07-30,Active
P1650,C10119,Savings,2023-06-10,Active
P1651,C10783,Investment,2022-12-10,Active
P1652,C10772,Investment,2024-07-03,Active
P1653,C10854,Loan,2024-05-11,Active
P1654,C10556,Credit Card,2024-02-23,Active
P1655,C10876,Insurance,2024-08-26,Active
P1656,C10572,Investment,2025-07-13,Pending
P1657,C10039,Investment,2023-07-02,Pending
P1658,C10450,Insurance,2022-12-16,Active
P1659,C10261,Credit Card,2022-07-20,Active
P1660,C10756,Credit Card,2022-04-21,Active
P1661,C10684,Savings,2024-03-29,Active
P1662,C10716,Investment,2023-10-27,Active
P1663,C10240,Savings,2023-12-20,Pending
P1664,C10458,Insurance,2025-04-07,Active
P1665,C10678,Insurance,2023-09-18,Active
P1666,C10106,Credit Card,2024-05-22,Active
P1667,C10726,Credit Card,2022-01-10,Active
P1668,C10882,Credit Card,2022-11-28,Active
P1669,C10989,Savings,2025-07-02,Closed
P1670,C10817,Loan,2024-05-19,Active
P1671,C10700,Savings,2023-10-07,Active
P1672,C10843,Loan,2022-05-10,Active
P1673,C10941,Loan,2025-08-17,Active
P1674,C10828,Investment,2022-01-18,Active
P1675,C10215,Insurance,2025-04-21,Active
P1676,C10697,Insurance,2022-09-25,Active
P1677,C10478,Loan,2023-02-26,Active
P1678,C10691,Loan,2022-07-12,Active
P1679,C10316,Insurance,2022-05-08,Closed
P1680,C10761,Investment,2022-07-25,Closed
P1681,C10985,Savings,2025-07-13,Active
P1682,C10411,Savings,2023-08-24,Closed
P1683,C10157,Loan,2025-09-29,Active
P1684,C10602,Loan,2022-06-27,Active
P1685,C10417,Savings,2022-03-30,Pending
P1686,C10867,Credit Card,2022-04-20,Pending
P1687,C10797,Insurance,2022-08-22,Active
P1688,C10515,Loan,2023-06-22,Active
P1689,C10249,Savings,2022-11-01,Active
P1690,C10603,Insurance,2024-02-29,Closed
P1691,C10738,Credit Card,2023-03-07,Closed
P1692,C10075,Credit Card,2024-03-03,Active
P1693,C10234,Loan,2023-04-03,Active
P1694,C10228,Investment,2023-09-07,Active
P1695,C10089,Insurance,2022-10-15,Closed
P1696,C10537,Loan,2023-05-26,Active
P1697,C10078,Savings,2025-10-24,Active
P1698,C10163,Insurance,2022-05-02,Active
P1699,C10004,Credit Card,2025-05-23,Closed
P1700,C10926,Savings,2025-10-03,Active
P1701,C10784,Loan,2023-12-11,Active
P1702,C10759,Loan,2025-09-07,Pending
P1703,C10976,Loan,2024-10-14,Active
P1704,C10951,Credit Card,2022-09-04,Active
P1705,C10566,Savings,2024-06-15,Active
P1706,C10494,Credit Card,2023-08-25,Active
P1707,C10882,Savings,2024-08-20,Active
P1708,C10905,Insurance,2024-11-01,Pending
P1709,C10816,Savings,2025-04-13,Active
P1710,C10834,Savings,2025-07-25,Active
P1711,C10793,Investment,2025-02-02,Active
P1712,C10523,Savings,2025-08-28,Active
P1713,C10081,Credit Card,2022-08-19,Active
P1714,C10571,Investment,2022-01-08,Closed
P1715,C10355,Investment,2022-12-07,Active
P1716,C10838,Investment,2025-07-20,Active
P1717,C10827,Loan,2025-02-12,Active
P1718,C10796,Credit Card,2023-04-15,Active
P1719,C10492,Investment,2025-05-02,Pending
P1720,C10631,Savings,2022-08-07,Active
P1721,C10261,Loan,2025-06-26,Active
P1722,C10007,Investment,2024-10-24,Closed
P1723,C10757,Savings,2024-03-26,Active
P1724,C10751,Loan,2025-04-19,Active
P1725,C10140,Loan,2022-03-08,Active
P1726,C10712,Investment,2023-01-27,Active
P1727,C10595,Credit Card,2022-02-11,Active
P1728,C10020,Loan,2023-03-18,Active
P1729,C10776,Investment,2023-08-02,Active
P1730,C10765,Credit Card,2025-12-23,Active
P1731,C10196,Loan,2023-05-14,Closed
P1732,C10865,Credit Card,2022-12-08,Active
P1733,C10222,Loan,2023-06-21,Active
P1734,C10617,Credit Card,2022-04-18,Active
P1735,C10376,Insurance,2025-07-17,Active
P1736,C10814,Loan,2024-01-24,Active
P1737,C10375,Loan,2023-01-04,Active
P1738,C10559,Insurance,2024-02-10,Active
P1739,C10277,Savings,2025-05-09,Active
P1740,C10596,Savings,2025-12-03,Closed
P1741,C10690,Credit Card,2025-08-31,Active
P1742,C10845,Savings,2023-08-04,Active
P1743,C10659,Insurance,2022-01-17,Active
P1744,C10223,Insurance,2025-10-14,Active
P1745,C10741,Savings,2023-10-09,Pending
P1746,C10643,Credit Card,2024-09-02,Active
P1747,C10603,Loan,2024-10-25,Active
P1748,C10510,Investment,2024-08-04,Active
P1749,C10709,Insurance,2025-05-18,Active
P1750,C10972,Investment,2022-09-25,Pending
P1751,C10716,Loan,2022-03-18,Pending
P1752,C10112,Savings,2025-08-14,Active
P1753,C10433,Credit Card,2022-01-25,Active
P1754,C10137,Investment,2024-03-02,Active
P1755,C10939,Savings,2023-01-28,Pending
P1756,C10759,Savings,2024-03-14,Active
P1757,C10442,Loan,2023-06-09,Active
P1758,C10622,Investment,2025-12-07,Active
P1759,C10314,Savings,2024-12-05,Closed
P1760,C10503,Loan,2024-07-18,Active
P1761,C10966,Credit Card,2023-04-07,Active
P1762,C10995,Savings,2023-08-29,Active
P1763,C10968,Savings,2024-03-13,Active
P1764,C10011,Savings,2022-03-08,Active
P1765,C10164,Savings,2025-07-02,Active
P1766,C10202,Savings,2025-11-11,Active
P1767,C10775,Insurance,2024-07-12,Active
P1768,C10423,Loan,2025-02-25,Active
P1769,C10823,Credit Card,2025-06-24,Active
P1770,C10969,Insurance,2024-07-19,Active
P1771,C10461,Investment,2025-07-26,Pending
P1772,C10408,Investment,2022-10-02,Active
P1773,C10702,Loan,2023-12-26,Active
P1774,C10052,Loan,2025-09-02,Active
P1775,C10415,Credit Card,2025-05-19,Active
P1776,C10039,Loan,2025-06-20,Active
P1777,C10698,Credit Card,2023-08-18,Active
P1778,C10942,Loan,2023-01-26,Pending
P1779,C10566,Investment,2023-07-31,Active
P1780,C10727,Insurance,2024-11-05,Active
P1781,C10653,Loan,2024-08-06,Active
P1782,C10419,Investment,2022-07-22,Active
P1783,C10139,Insurance,2023-07-04,Active
P1784,C10959,Investment,2024-02-12,Pending
P1785,C10318,Loan,2024-07-11,Active
P1786,C10471,Savings,2023-07-27,Active
P1787,C10495,Credit Card,2023-03-23,Pending
P1788,C10186,Savings,2022-12-17,Closed
P1789,C10543,Investment,2022-02-01,Active
P1790,C10068,Credit Card,2024-09-30,Active
P1791,C10199,Loan,2023-12-28,Active
P1792,C10223,Investment,2022-06-08,Active
P1793,C10527,Investment,2023-05-15,Closed
P1794,C10510,Investment,2022-01-18,Active
P1795,C10798,Savings,2024-02-02,Active
P1796,C10835,Credit Card,2023-12-29,Active
P1797,C10315,Loan,2024-10-03,Active
P1798,C10812,Loan,2023-10-26,Active
P1799,C10994,Savings,2025-09-30,Pending
P1800,C10586,Investment,2022-10-20,Active
P1801,C10528,Insurance,2022-08-05,Closed
P1802,C10205,Investment,2024-08-27,Active
P1803,C10655,Loan,2023-07-19,Active
P1804,C10459,Savings,2024-12-16,Active
P1805,C10831,Credit Card,2022-11-15,Active
P1806,C10693,Loan,2023-02-27,Active
P1807,C10908,Investment,2025-03-26,Active
P1808,C10329,Credit Card,2024-04-07,Active
P1809,C10724,Savings,2022-07-05,Active
P1810,C10346,Loan,2025-03-14,Active
P1811,C10104,Loan,2022-05-17,Active
P1812,C10475,Insurance,2024-04-22,Active
P1813,C10262,Savings,2025-12-15,Active
P1814,C10354,Insurance,2022-04-11,Active
P1815,C10276,Investment,2023-06-14,Active
P1816,C10622,Investment,2024-07-16,Pending
P1817,C10764,Savings,2023-08-03,Active
P1818,C10433,Savings,2023-05-22,Active
P1819,C10307,Savings,2024-07-13,Active
P1820,C10041,Savings,2025-06-26,Active
P1821,C10811,Credit Card,2022-11-11,Active
P1822,C10885,Savings,2024-02-16,Pending
P1823,C10113,Insurance,2023-03-18,Active
P1824,C10833,Savings,2023-07-15,Active
P1825,C10570,Savings,2022-06-02,Active
P1826,C10262,Loan,2025-05-21,Pending
P1827,C10031,Investment,2023-08-19,Pending
P1828,C10906,Credit Card,2025-01-07,Active
P1829,C10775,Savings,2024-02-24,Closed
P1830,C10904,Insurance,2023-12-21,Active
P1831,C10392,Savings,2023-08-23,Active
P1832,C10830,Savings,2022-03-16,Active
P1833,C10895,Loan,2024-03-05,Active
P1834,C10531,Credit Card,2022-07-17,Active
P1835,C10306,Savings,2025-09-18,Active
P1836,C10160,Credit Card,2023-02-04,Closed
P1837,C10934,Loan,2025-12-04,Closed
P1838,C10529,Investment,2023-07-26,Active
P1839,C10535,Investment,2024-04-29,Closed
P1840,C10552,Savings,2022-01-06,Active
P1841,C10059,Savings,2022-08-08,Closed
P1842,C10064,Investment,2024-08-14,Active
P1843,C10539,Credit Card,2022-02-08,Pending
P1844,C10907,Investment,2022-03-23,Active
P1845,C10126,Investment,2024-11-11,Active
P1846,C10421,Insurance,2022-03-08,Active
P1847,C10952,Investment,2022-06-02,Active
P1848,C10777,Investment,2024-08-21,Active
P1849,C10707,Credit Card,2023-08-16,Active
P1850,C10174,Loan,2024-09-07,Active
P1851,C10431,Loan,2023-05-23,Active
P1852,C10475,Credit Card,2025-03-03,Active
P1853,C10314,Loan,2024-11-29,Active
P1854,C10097,Investment,2024-04-28,Active
P1855,C10798,Insurance,2023-05-03,Active
P1856,C10299,Savings,2023-04-27,Active
P1857,C10419,Credit Card,2025-02-05,Active
P1858,C10098,Credit Card,2023-06-29,Active
P1859,C10870,Credit Card,2025-11-19,Active
P1860,C10917,Investment,2025-08-25,Active
P1861,C10253,Savings,2025-05-24,Active
P1862,C10676,Credit Card,2022-08-28,Active
P1863,C10896,Savings,2023-08-09,Active
P1864,C10938,Savings,2023-11-19,Active
P1865,C10294,Insurance,2025-11-04,Active
P1866,C10691,Loan,2024-07-07,Closed
P1867,C10086,Credit Card,2024-03-06,Active
P1868,C10549,Investment,2024-11-30,Active
P1869,C10274,Credit Card,2023-04-17,Active
P1870,C10555,Loan,2023-07-21,Active
P1871,C10507,Savings,2024-10-16,Pending
P1872,C10640,Insurance,2022-01-16,Active
P1873,C10547,Savings,2022-05-19,Closed
P1874,C10488,Loan,2025-12-08,Active
P1875,C10625,Insurance,2022-01-29,Pending
P1876,C10189,Credit Card,2023-04-23,Active
P1877,C10343,Credit Card,2023-03-23,Closed
