transaction_id,customer_id,transaction_date,amount,transaction_type,merchant_category
T22991,C10065,2025-11-12,13565.08,Payment,Food
T22992,C10655,2025-09-28,1338.75,Purchase,Travel
T22993,C10975,2026-03-06,1853.32,Payment,Healthcare
T22994,C10564,2025-07-02,1499.03,Payment,Entertainment
T22995,C10639,2025-09-17,792.1,Payment,Retail
T22996,C10503,2025-01-24,1243.76,Transfer,Utilities
T22997,C10503,2025-04-04,917.19,Withdrawal,Food
T22998,C10981,2025-09-13,441.02,Purchase,Utilities
T22999,C10320,2025-08-02,2522.73,Transfer,Food
T23000,C10718,2026-05-11,179.57,Transfer,Travel
T23001,C10831,2025-02-09,1105.05,Purchase,Retail
T23002,C10727,2026-04-08,829.42,Payment,Utilities
T23003,C10579,2026-03-12,389.1,Purchase,Healthcare
T23004,C10446,2026-07-03,2044.36,Transfer,Food
T23005,C10573,2025-07-30,394.75,Purchase,Utilities
T23006,C10209,2025-05-03,729.36,Purchase,Retail
T23007,C10848,2026-04-04,2270.52,Transfer,Retail
T23008,C10838,2025-10-13,159.93,Payment,Food
T23009,C10369,2025-10-03,3221.19,Withdrawal,Travel
T23010,C10940,2025-09-01,1057.42,Payment,Healthcare
T23011,C10563,2025-05-23,805.05,Transfer,Healthcare
T23012,C10627,2025-11-16,276.07,Purchase,Retail
T23013,C10892,2026-01-10,1200.42,Transfer,Food
T23014,C10457,2026-03-09,1124.2,Purchase,Entertainment
T23015,C10894,2026-08-02,1894.15,Withdrawal,Retail
T23016,C10576,2025-05-02,685.7,Purchase,Entertainment
T23017,C10641,2025-08-23,413.5,Withdrawal,Entertainment
T23018,C10688,2026-03-05,1500.77,Withdrawal,Utilities
T23019,C10789,2025-05-06,615.48,Transfer,Utilities
T23020,C10991,2026-06-28,1816.17,Payment,Entertainment
T23021,C10924,2025-07-22,391.06,Purchase,Utilities
T23022,C10162,2025-09-30,2426.07,Transfer,Entertainment
T23023,C10976,2025-06-23,4865.99,Withdrawal,Entertainment
T23024,C10331,2025-08-26,928.39,Transfer,Entertainment
T23025,C10663,2026-04-07,4225.07,Purchase,Food
T23026,C10349,2025-04-20,2329.68,Transfer,Utilities
T23027,C10747,2026-02-16,1535.35,Payment,Food
T23028,C10669,2025-03-12,1081.97,Payment,Utilities
T23029,C10467,2025-12-23,636.34,Payment,Utilities
T23030,C10425,2026-02-27,3632.81,Withdrawal,Food
T23031,C10326,2025-08-29,2968.77,Withdrawal,Food
T23032,C10105,2026-08-26,385.55,Transfer,Food
T23033,C10817,2026-07-23,1230.35,Withdrawal,Food
T23034,C10254,2026-07-22,485.94,Transfer,Food
T23035,C10357,2025-05-07,1763.54,Payment,Food
T23036,C10966,2026-03-02,2319.45,Withdrawal,Healthcare
T23037,C10443,2026-06-14,229.64,Purchase,Entertainment
T23038,C10112,2025-03-16,1008.78,Purchase,Travel
T23039,C10029,2025-10-05,1676.47,Purchase,Utilities
T23040,C10523,2026-05-09,1201.54,Withdrawal,Retail
T23041,C10688,2026-01-23,6526.35,Purchase,Food
T23042,C10990,2026-06-20,227.48,Payment,Travel
T23043,C10849,2026-04-07,4252.23,Payment,Food
T23044,C10045,2025-11-04,453.27,Payment,Entertainment
T23045,C10170,2026-08-02,128.61,Purchase,Retail
T23046,C10129,2025-05-03,1510.55,Payment,Utilities
T23047,C10756,2025-10-14,967.26,Payment,Retail
T23048,C10352,2025-02-22,1202.51,Payment,Entertainment
T23049,C10202,2026-03-21,1847.3,Purchase,Utilities
T23050,C10225,2025-05-01,1900.05,Payment,Retail
T23051,C10079,2026-02-23,644.97,Purchase,Healthcare
T23052,C10309,2025-03-17,2469.53,Purchase,Healthcare
T23053,C10034,2025-03-25,145.96,Withdrawal,Travel
T23054,C10563,2025-11-03,997.71,Payment,Food
T23055,C10160,2026-03-21,3392.54,Payment,Healthcare
T23056,C10980,2025-12-03,1459.27,Transfer,Food
T23057,C10595,2026-01-16,1152.84,Withdrawal,Travel
T23058,C10839,2026-06-01,777.46,Withdrawal,Utilities
T23059,C10434,2025-04-11,1551.93,Withdrawal,Retail
T23060,C10537,2025-04-10,828.38,Transfer,Entertainment
T23061,C10224,2025-06-22,2052.8,Withdrawal,Utilities
T23062,C10445,2026-03-08,652.41,Payment,Utilities
T23063,C10316,2025-04-18,5042.39,Purchase,Food
T23064,C10665,2025-01-28,1894.92,Payment,Utilities
T23065,C10804,2025-09-22,6720.12,Withdrawal,Healthcare
T23066,C10413,2025-11-11,744.07,Transfer,Healthcare
T23067,C10094,2025-02-07,3730.87,Transfer,Utilities
T23068,C10224,2026-08-28,309.42,Transfer,Healthcare
T23069,C10778,2025-06-02,2257.53,Withdrawal,Retail
T23070,C10948,2025-11-24,976.79,Purchase,Healthcare
T23071,C10552,2025-02-17,1235.36,Purchase,Food
T23072,C10644,2025-01-06,2274.11,Withdrawal,Utilities
T23073,C10065,2026-02-18,2306.14,Payment,Travel
T23074,C10396,2025-03-02,2536.47,Purchase,Healthcare
T23075,C10958,2026-03-11,1559.11,Purchase,Healthcare
T23076,C10209,2025-12-05,1885.3,Withdrawal,Entertainment
T23077,C10473,2025-09-26,878.48,Withdrawal,Healthcare
T23078,C10664,2025-01-08,575.84,Withdrawal,Retail
T23079,C10683,2026-04-30,1295.56,Transfer,Travel
T23080,C10909,2025-11-25,128.34,Transfer,Healthcare
T23081,C10836,2026-02-04,1667.46,Payment,Healthcare
T23082,C10570,2026-02-04,2617.1,Withdrawal,Retail
T23083,C10695,2026-01-30,2038.48,Transfer,Entertainment
T23084,C10489,2025-12-04,595.12,Payment,Retail
T23085,C10179,2026-02-23,141.92,Purchase,Healthcare
T23086,C10833,2025-07-29,2113.69,Payment,Healthcare
T23087,C10835,2025-12-29,498.38,Transfer,Healthcare
T23088,C10523,2025-06-20,302.66,Transfer,Healthcare
T23089,C10458,2025-04-11,2830.91,Transfer,Entertainment
T23090,C10067,2026-02-18,282.78,Payment,Travel
T23091,C10938,2026-07-26,923.76,Purchase,Utilities
T23092,C10328,2025-11-19,6485.85,Payment,Utilities
T23093,C10201,2025-01-29,562.68,Withdrawal,Food
T23094,C10474,2026-08-01,377.79,Transfer,Retail
T23095,C10517,2025-01-05,1821.24,Withdrawal,Utilities
T23096,C10014,2026-08-30,1520.87,Transfer,Healthcare
T23097,C10041,2026-06-01,209.06,Transfer,Healthcare
T23098,C10542,2025-03-26,1155.86,Purchase,Travel
T23099,C10981,2025-08-28,3562.24,Purchase,Retail
T23100,C10692,2025-02-18,4446.69,Withdrawal,Utilities
T23101,C10773,2025-01-26,845.16,Purchase,Travel
T23102,C10288,2026-02-18,1800.43,Payment,Travel
T23103,C10924,2025-04-08,1885.74,Transfer,Retail
T23104,C10532,2026-02-16,3005.41,Transfer,Healthcare
T23105,C10891,2025-09-27,1001.43,Payment,Entertainment
T23106,C10693,2025-10-01,4005.04,Transfer,Healthcare
T23107,C10695,2025-11-09,528.63,Purchase,Retail
T23108,C10243,2025-08-24,2392.8,Transfer,Travel
T23109,C10861,2025-07-28,402.59,Transfer,Entertainment
T23110,C10660,2025-01-25,183.06,Purchase,Healthcare
T23111,C10767,2025-06-30,2022.83,Payment,Retail
T23112,C10611,2026-08-20,21064.23,Purchase,Healthcare
T23113,C10566,2025-09-03,1510.86,Transfer,Travel
T23114,C10697,2026-07-05,889.67,Payment,Healthcare
T23115,C10831,2026-03-17,3797.44,Purchase,Utilities
T23116,C10597,2026-04-13,703.0,Payment,Food
T23117,C10173,2025-08-15,187.76,Payment,Entertainment
T23118,C10979,2025-10-08,2814.89,Payment,Retail
T23119,C10533,2026-05-29,5191.03,Transfer,Utilities
T23120,C10508,2025-07-31,1247.49,Transfer,Retail
T23121,C10243,2025-02-05,1499.05,Payment,Healthcare
T23122,C10059,2026-07-03,596.56,Payment,Food
T23123,C10103,2025-08-28,932.11,Withdrawal,Travel
T23124,C10650,2025-12-30,1369.7,Payment,Travel
T23125,C10302,2026-03-07,1147.06,Transfer,Retail
T23126,C10670,2025-04-01,1136.6,Payment,Healthcare
T23127,C10743,2026-08-31,47.43,Payment,Travel
T23128,C10076,2025-07-06,1293.25,Withdrawal,Food
T23129,C10017,2025-09-17,290.74,Payment,Food
T23130,C10533,2025-12-16,1764.58,Withdrawal,Entertainment
T23131,C10183,2025-02-15,3157.36,Transfer,Entertainment
T23132,C10656,2026-07-31,1920.29,Payment,Utilities
T23133,C10549,2025-08-15,347.92,Payment,Travel
T23134,C10280,2026-07-22,476.2,Transfer,Healthcare
T23135,C10287,2026-07-01,1025.83,Transfer,Food
T23136,C10654,2025-04-29,2574.48,Transfer,Travel
T23137,C10524,2025-08-26,2964.66,Purchase,Utilities
T23138,C10697,2025-04-11,1572.83,Payment,Entertainment
T23139,C10473,2025-11-30,418.12,Transfer,Entertainment
T23140,C10945,2026-05-22,3547.24,Withdrawal,Utilities
T23141,C10266,2026-07-10,1068.71,Withdrawal,Travel
T23142,C10780,2025-01-01,736.83,Withdrawal,Retail
T23143,C10608,2025-05-20,674.01,Transfer,Travel
T23144,C10945,2025-10-03,239.37,Payment,Food
T23145,C10356,2026-01-02,3293.71,Purchase,Travel
T23146,C10805,2026-06-02,967.65,Payment,Travel
T23147,C10000,2025-10-04,548.86,Purchase,Food
T23148,C10806,2025-10-28,2012.79,Withdrawal,Utilities
T23149,C10026,2025-03-11,2409.88,Payment,Healthcare
T23150,C10547,2026-03-04,193.91,Purchase,Food
T23151,C10159,2025-07-06,5170.11,Withdrawal,Utilities
T23152,C10936,2025-06-07,10110.4,Transfer,Travel
T23153,C10398,2025-11-27,1214.38,Transfer,Healthcare
T23154,C10542,2025-09-14,1393.21,Payment,Entertainment
T23155,C10126,2026-02-13,12010.09,Withdrawal,Utilities
T23156,C10773,2026-04-09,367.68,Purchase,Healthcare
T23157,C10856,2025-03-24,650.9,Transfer,Travel
T23158,C10947,2026-08-09,1961.15,Transfer,Travel
T23159,C10209,2025-01-14,3455.33,Transfer,Travel
T23160,C10149,2025-05-11,1139.18,Withdrawal,Entertainment
T23161,C10030,2025-07-15,486.1,Withdrawal,Food
T23162,C10611,2025-07-31,3976.35,Transfer,Entertainment
T23163,C10840,2025-07-26,1088.22,Withdrawal,Travel
T23164,C10301,2025-05-15,1098.17,Transfer,Food
T23165,C10962,2025-04-18,2778.88,Purchase,Retail
T23166,C10864,2025-06-14,4942.78,Purchase,Food
T23167,C10730,2025-06-03,1393.68,Transfer,Healthcare
T23168,C10764,2025-12-13,1769.19,Purchase,Retail
T23169,C10682,2025-01-25,3122.39,Purchase,Entertainment
T23170,C10256,2026-07-09,874.45,Payment,Retail
T23171,C10939,2025-12-16,633.68,Purchase,Travel
T23172,C10056,2026-07-10,759.18,Withdrawal,Entertainment
T23173,C10008,2026-03-31,436.87,Withdrawal,Entertainment
T23174,C10004,2025-08-06,369.52,Withdrawal,Healthcare
T23175,C10846,2025-09-03,10107.66,Payment,Utilities
T23176,C10113,2025-11-09,448.24,Payment,Retail
T23177,C10776,2026-04-05,1438.69,Transfer,Healthcare
T23178,C10684,2026-08-05,1006.56,Payment,Entertainment
T23179,C10731,2026-06-02,3129.63,Payment,Utilities
T23180,C10204,2025-09-13,1231.72,Withdrawal,Utilities
T23181,C10023,2026-04-12,4389.71,Purchase,Utilities
T23182,C10492,2026-05-21,963.56,Transfer,Entertainment
T23183,C10969,2025-07-28,1401.54,Purchase,Food
T23184,C10681,2026-02-11,2323.59,Transfer,Travel
T23185,C10405,2025-03-22,1338.32,Payment,Retail
T23186,C10102,2025-11-26,1857.34,Purchase,Retail
T23187,C10059,2025-04-17,1456.34,Transfer,Retail
T23188,C10085,2026-03-14,266.76,Payment,Travel
T23189,C10766,2025-01-14,2357.99,Transfer,Utilities
T23190,C10676,2026-06-27,3560.24,Withdrawal,Healthcare
T23191,C10371,2026-02-06,963.37,Transfer,Travel
T23192,C10678,2026-05-25,893.15,Transfer,Travel
T23193,C10595,2026-03-07,1470.5,Payment,Food
T23194,C10969,2025-04-04,7675.04,Withdrawal,Utilities
T23195,C10201,2025-03-23,825.03,Purchase,Utilities
T23196,C10601,2025-09-06,2043.54,Transfer,Retail
T23197,C10088,2025-08-29,920.68,Purchase,Travel
T23198,C10436,2025-06-14,1993.28,Purchase,Utilities
T23199,C10119,2026-04-18,306.22,Purchase,Travel
T23200,C10155,2025-10-13,6606.59,Payment,Utilities
T23201,C10972,2025-01-30,1583.48,Payment,Utilities
T23202,C10398,2026-04-04,829.85,Purchase,Healthcare
T23203,C10699,2025-10-31,852.63,Transfer,Retail
T23204,C10187,2026-08-29,1448.36,Transfer,Retail
T23205,C10773,2026-04-04,8125.32,Withdrawal,Utilities
T23206,C10051,2025-01-15,5149.03,Payment,Retail
T23207,C10651,2025-10-27,838.1,Transfer,Utilities
T23208,C10530,2026-02-11,1204.91,Payment,Healthcare
T23209,C10479,2025-02-17,1267.0,Payment,Travel
T23210,C10586,2025-04-24,155.74,Withdrawal,Retail
T23211,C10229,2026-03-31,870.95,Transfer,Utilities
T23212,C10480,2026-06-10,1353.06,Payment,Travel
T23213,C10129,2025-12-14,442.39,Payment,Utilities
T23214,C10054,2025-06-20,6167.67,Transfer,Retail
T23215,C10270,2026-03-05,355.73,Payment,Travel
T23216,C10959,2026-02-10,397.32,Transfer,Utilities
T23217,C10099,2026-01-15,2189.91,Payment,Healthcare
T23218,C10068,2025-03-02,1449.22,Withdrawal,Retail
T23219,C10910,2026-06-14,697.59,Withdrawal,Healthcare
T23220,C10298,2026-08-21,3002.55,Payment,Food
T23221,C10969,2025-07-20,1399.36,Transfer,Retail
T23222,C10528,2025-02-26,6968.48,Payment,Entertainment
T23223,C10353,2025-03-26,185.22,Transfer,Healthcare
T23224,C10627,2025-04-16,650.85,Purchase,Travel
T23225,C10151,2025-01-14,5734.87,Purchase,Travel
T23226,C10329,2026-06-17,1773.03,Withdrawal,Utilities
T23227,C10115,2025-02-14,987.08,Withdrawal,Travel
T23228,C10541,2026-06-30,732.54,Payment,Utilities
T23229,C10322,2026-01-08,1555.92,Withdrawal,Entertainment
T23230,C10562,2025-03-12,349.04,Withdrawal,Healthcare
T23231,C10571,2025-08-19,261.28,Withdrawal,Healthcare
T23232,C10228,2026-06-08,1926.16,Payment,Food
T23233,C10770,2025-05-03,2579.48,Purchase,Entertainment
T23234,C10359,2025-03-10,2809.79,Transfer,Travel
T23235,C10004,2025-04-21,713.86,Purchase,Retail
T23236,C10027,2025-09-03,686.11,Payment,Retail
T23237,C10765,2026-01-08,1092.97,Purchase,Food
T23238,C10363,2025-04-08,406.06,Payment,Food
T23239,C10461,2025-11-18,2130.26,Purchase,Travel
T23240,C10230,2026-05-24,815.57,Withdrawal,Entertainment
T23241,C10394,2026-01-11,1025.99,Payment,Entertainment
T23242,C10967,2025-05-20,920.22,Purchase,Retail
T23243,C10868,2026-01-16,1833.63,Transfer,Retail
T23244,C10711,2026-02-07,1459.91,Purchase,Retail
T23245,C10843,2025-10-30,7378.46,Purchase,Entertainment
T23246,C10270,2025-06-15,746.84,Transfer,Utilities
T23247,C10850,2025-09-23,6586.99,Purchase,Travel
T23248,C10303,2025-12-21,179.16,Purchase,Entertainment
T23249,C10382,2026-07-07,1789.2,Withdrawal,Entertainment
T23250,C10557,2025-02-24,224.62,Payment,Entertainment
T23251,C10027,2025-08-17,393.9,Payment,Food
T23252,C10518,2025-08-12,413.78,Payment,Retail
T23253,C10743,2025-07-18,382.81,Transfer,Healthcare
T23254,C10198,2025-09-10,597.0,Payment,Healthcare
T23255,C10605,2026-07-09,9902.09,Withdrawal,Utilities
T23256,C10081,2025-06-04,455.75,Withdrawal,Food
T23257,C10087,2026-07-24,218.37,Purchase,Entertainment
T23258,C10389,2025-11-28,1796.69,Withdrawal,Entertainment
T23259,C10697,2026-02-12,1397.29,Withdrawal,Utilities
T23260,C10754,2026-05-19,10059.6,Payment,Utilities
T23261,C10579,2026-03-18,1052.8,Payment,Entertainment
T23262,C10822,2025-09-13,111.34,Payment,Food
T23263,C10450,2026-02-20,715.21,Purchase,Retail
T23264,C10432,2026-02-04,701.13,Transfer,Travel
T23265,C10373,2025-03-31,319.62,Transfer,Entertainment
T23266,C10434,2025-05-21,624.78,Purchase,Entertainment
T23267,C10186,2025-01-06,944.3,Payment,Retail
T23268,C10750,2025-12-06,1031.92,Transfer,Utilities
T23269,C10389,2025-08-07,275.77,Payment,Food
T23270,C10217,2026-08-02,2016.99,Withdrawal,Travel
T23271,C10107,2025-09-28,5630.42,Withdrawal,Retail
T23272,C10818,2025-03-04,1451.8,Withdrawal,Utilities
T23273,C10549,2026-06-17,3315.51,Transfer,Entertainment
T23274,C10906,2026-05-28,1314.63,Payment,Entertainment
T23275,C10947,2025-09-12,385.11,Withdrawal,Retail
T23276,C10348,2025-05-06,1437.86,Payment,Food
T23277,C10787,2026-03-27,663.44,Purchase,Food
T23278,C10521,2026-02-10,361.6,Transfer,Entertainment
T23279,C10025,2025-12-24,1014.27,Purchase,Travel
T23280,C10047,2025-03-29,2490.82,Withdrawal,Healthcare
T23281,C10858,2026-01-26,780.09,Transfer,Entertainment
T23282,C10369,2026-01-04,7630.87,Purchase,Entertainment
T23283,C10013,2026-03-23,2838.15,Purchase,Utilities
T23284,C10611,2025-11-16,634.06,Payment,Healthcare
T23285,C10186,2025-09-30,615.1,Transfer,Entertainment
T23286,C10523,2026-06-06,9365.1,Purchase,Travel
T23287,C10883,2026-08-01,783.47,Purchase,Food
T23288,C10890,2025-01-16,1578.48,Withdrawal,Utilities
T23289,C10278,2026-01-03,1672.04,Withdrawal,Entertainment
T23290,C10340,2025-09-08,195.61,Withdrawal,Retail
T23291,C10327,2025-12-26,198.17,Withdrawal,Healthcare
T23292,C10678,2025-08-19,2581.99,Purchase,Retail
T23293,C10633,2025-09-10,384.77,Purchase,Retail
T23294,C10904,2026-08-29,1109.72,Purchase,Food
T23295,C10983,2026-01-28,242.24,Transfer,Healthcare
T23296,C10606,2026-06-01,789.61,Transfer,Retail
T23297,C10024,2026-06-03,1357.96,Transfer,Food
T23298,C10528,2026-04-29,139.75,Payment,Retail
T23299,C10425,2025-03-06,1157.56,Withdrawal,Healthcare
T23300,C10028,2025-08-07,1223.22,Purchase,Healthcare
T23301,C10955,2025-07-27,686.41,Payment,Food
T23302,C10322,2025-06-25,364.88,Payment,Entertainment
T23303,C10852,2026-03-01,752.5,Withdrawal,Utilities
T23304,C10312,2025-01-10,753.57,Purchase,Travel
T23305,C10583,2025-10-16,7516.88,Purchase,Healthcare
T23306,C10269,2025-01-16,971.82,Payment,Utilities
T23307,C10761,2025-11-24,689.29,Purchase,Entertainment
T23308,C10294,2026-06-29,969.86,Purchase,Healthcare
T23309,C10655,2026-07-01,1675.19,Payment,Retail
T23310,C10785,2025-07-02,1614.55,Payment,Retail
T23311,C10222,2025-04-12,1719.55,Withdrawal,Retail
T23312,C10074,2025-11-28,2004.29,Payment,Retail
T23313,C10101,2025-03-20,254.61,Transfer,Food
T23314,C10531,2025-01-17,1838.09,Payment,Utilities
T23315,C10628,2026-01-05,1318.35,Transfer,Retail
T23316,C10685,2025-01-21,588.11,Transfer,Healthcare
T23317,C10884,2026-02-09,1219.79,Transfer,Retail
T23318,C10172,2025-01-17,982.46,Transfer,Retail
T23319,C10003,2026-08-11,1074.05,Transfer,Entertainment
T23320,C10851,2026-03-08,1305.51,Transfer,Retail
T23321,C10478,2026-07-10,204.74,Payment,Food
T23322,C10659,2026-02-24,1426.67,Withdrawal,Travel
T23323,C10394,2025-01-28,2101.52,Withdrawal,Entertainment
T23324,C10625,2025-01-25,1399.38,Purchase,Food
T23325,C10832,2025-07-20,531.08,Purchase,Healthcare
T23326,C10913,2025-10-30,462.58,Withdrawal,Retail
T23327,C10166,2025-10-06,1315.8,Withdrawal,Entertainment
T23328,C10299,2025-03-16,2448.12,Transfer,Entertainment
T23329,C10992,2025-03-06,4058.81,Payment,Travel
T23330,C10117,2025-09-12,2356.21,Transfer,Utilities
T23331,C10511,2025-09-29,1829.32,Transfer,Utilities
T23332,C10611,2026-07-16,86.26,Payment,Entertainment
T23333,C10785,2026-06-09,593.69,Transfer,Retail
T23334,C10174,2025-12-02,1499.53,Withdrawal,Entertainment
T23335,C10158,2025-07-27,555.56,Payment,Healthcare
T23336,C10383,2025-02-04,432.62,Purchase,Retail
T23337,C10226,2025-04-24,379.03,Withdrawal,Utilities
T23338,C10934,2025-02-01,6405.0,Withdrawal,Utilities
T23339,C10037,2025-06-05,298.88,Payment,Food
T23340,C10462,2026-05-19,886.88,Withdrawal,Utilities
T23341,C10430,2025-12-19,529.58,Purchase,Travel
T23342,C10709,2025-10-30,462.3,Payment,Entertainment
T23343,C10647,2025-04-28,1654.8,Purchase,Healthcare
T23344,C10103,2025-02-04,2497.33,Withdrawal,Utilities
T23345,C10981,2025-11-16,338.02,Withdrawal,Utilities
T23346,C10192,2025-08-06,1155.76,Payment,Food
T23347,C10249,2025-09-25,978.88,Payment,Entertainment
T23348,C10012,2025-02-13,697.72,Withdrawal,Utilities
T23349,C10566,2025-06-23,431.08,Transfer,Food
T23350,C10855,2025-07-17,3322.89,Transfer,Food
T23351,C10596,2025-10-29,389.94,Purchase,Food
T23352,C10620,2025-04-09,298.02,Transfer,Entertainment
T23353,C10554,2026-02-09,3290.4,Purchase,Entertainment
T23354,C10387,2025-10-31,1339.36,Withdrawal,Entertainment
T23355,C10070,2025-05-27,336.61,Purchase,Entertainment
T23356,C10955,2026-01-23,1015.24,Purchase,Retail
T23357,C10779,2026-06-28,587.53,Payment,Healthcare
T23358,C10570,2025-12-12,4860.19,Withdrawal,Healthcare
T23359,C10972,2025-06-05,861.32,Purchase,Retail
T23360,C10437,2026-08-11,1866.1,Transfer,Retail
T23361,C10043,2026-03-18,1071.65,Purchase,Travel
T23362,C10271,2025-07-21,4614.56,Purchase,Travel
T23363,C10901,2025-05-22,1343.98,Withdrawal,Food
T23364,C10013,2025-04-14,3489.64,Withdrawal,Retail
T23365,C10370,2025-08-03,1884.5,Withdrawal,Healthcare
T23366,C10111,2025-11-05,630.74,Payment,Entertainment
T23367,C10378,2025-04-18,1098.68,Payment,Retail
T23368,C10313,2026-04-05,886.41,Purchase,Retail
T23369,C10414,2026-06-21,618.03,Withdrawal,Retail
T23370,C10739,2025-08-17,373.54,Transfer,Healthcare
T23371,C10484,2025-07-27,4270.82,Withdrawal,Healthcare
T23372,C10168,2026-06-05,139.61,Withdrawal,Entertainment
T23373,C10887,2026-02-09,4152.65,Withdrawal,Utilities
T23374,C10802,2025-06-30,287.83,Purchase,Entertainment
T23375,C10245,2025-06-05,1887.78,Transfer,Retail
T23376,C10265,2026-01-22,610.6,Purchase,Travel
T23377,C10848,2025-04-12,207.1,Withdrawal,Healthcare
T23378,C10242,2025-04-26,3447.28,Purchase,Healthcare
T23379,C10669,2026-04-16,99.55,Purchase,Entertainment
T23380,C10299,2025-01-04,2431.22,Withdrawal,Utilities
T23381,C10950,2025-07-17,1248.79,Withdrawal,Entertainment
T23382,C10326,2025-07-23,3136.73,Purchase,Retail
T23383,C10529,2026-01-31,2051.54,Withdrawal,Healthcare
T23384,C10594,2026-01-13,2024.2,Withdrawal,Travel
T23385,C10846,2026-07-28,2691.64,Withdrawal,Healthcare
T23386,C10742,2026-08-06,2534.05,Purchase,Food
T23387,C10341,2026-08-27,1721.03,Withdrawal,Travel
T23388,C10764,2026-04-19,784.77,Transfer,Healthcare
T23389,C10678,2026-01-26,872.03,Purchase,Retail
T23390,C10553,2026-07-22,1220.2,Payment,Food
T23391,C10248,2026-08-02,840.31,Payment,Food
T23392,C10759,2026-03-12,9759.89,Purchase,Utilities
T23393,C10949,2025-03-04,1005.74,Transfer,Retail
T23394,C10379,2026-07-07,347.31,Transfer,Healthcare
T23395,C10797,2025-06-24,972.06,Withdrawal,Utilities
T23396,C10531,2026-09-01,474.15,Withdrawal,Utilities
T23397,C10893,2025-02-05,7768.66,Purchase,Entertainment
T23398,C10863,2025-01-14,1209.28,Purchase,Retail
T23399,C10380,2025-06-14,2068.96,Transfer,Healthcare
T23400,C10041,2025-06-30,1835.72,Payment,Entertainment
T23401,C10344,2026-02-16,2823.38,Payment,Travel
T23402,C10598,2025-07-12,1391.93,Purchase,Travel
T23403,C10260,2025-10-30,736.01,Purchase,Retail
T23404,C10305,2025-09-03,1149.69,Withdrawal,Retail
T23405,C10808,2026-02-12,321.64,Payment,Travel
T23406,C10861,2025-01-14,944.1,Payment,Healthcare
T23407,C10239,2026-03-07,6593.97,Withdrawal,Food
T23408,C10678,2025-03-20,2287.49,Transfer,Entertainment
T23409,C10312,2025-01-01,986.05,Purchase,Healthcare
T23410,C10730,2026-04-11,8198.44,Payment,Utilities
T23411,C10440,2026-05-26,596.19,Transfer,Travel
T23412,C10932,2026-05-10,1544.96,Withdrawal,Utilities
T23413,C10902,2025-04-25,810.0,Purchase,Travel
T23414,C10132,2026-07-30,893.71,Purchase,Retail
T23415,C10718,2025-10-01,1626.13,Payment,Food
T23416,C10050,2026-03-23,1950.86,Payment,Healthcare
T23417,C10617,2025-11-02,895.4,Withdrawal,Food
T23418,C10391,2025-11-20,475.28,Transfer,Healthcare
T23419,C10695,2026-08-26,6851.58,Purchase,Food
T23420,C10712,2026-02-02,1213.73,Withdrawal,Utilities
T23421,C10522,2026-08-13,388.76,Purchase,Utilities
T23422,C10765,2026-01-26,394.54,Withdrawal,Utilities
T23423,C10507,2025-11-08,8030.56,Withdrawal,Food
T23424,C10661,2025-01-14,12886.16,Withdrawal,Travel
T23425,C10353,2025-06-19,1535.54,Payment,Entertainment
T23426,C10866,2025-04-19,593.54,Purchase,Travel
T23427,C10972,2025-02-12,1529.33,Payment,Travel
T23428,C10394,2025-12-24,807.85,Withdrawal,Utilities
T23429,C10955,2026-04-20,1946.14,Purchase,Entertainment
T23430,C10095,2025-03-16,1556.33,Transfer,Travel
T23431,C10105,2025-11-03,1061.62,Withdrawal,Healthcare
T23432,C10654,2026-05-20,1007.89,Purchase,Retail
T23433,C10677,2025-03-21,879.98,Purchase,Healthcare
T23434,C10512,2026-05-09,2831.45,Transfer,Entertainment
T23435,C10557,2025-09-16,904.35,Purchase,Retail
T23436,C10241,2026-05-19,8566.09,Transfer,Utilities
T23437,C10855,2025-11-24,9402.98,Withdrawal,Travel
T23438,C10938,2025-04-21,751.25,Payment,Travel
T23439,C10487,2026-05-29,764.57,Purchase,Food
T23440,C10789,2026-06-25,1044.11,Transfer,Travel
T23441,C10514,2025-09-04,577.25,Payment,Travel
T23442,C10653,2025-08-09,2568.96,Payment,Entertainment
T23443,C10897,2026-08-30,3584.83,Transfer,Healthcare
T23444,C10060,2025-11-11,3958.25,Payment,Healthcare
T23445,C10415,2026-01-30,890.63,Transfer,Retail
T23446,C10293,2026-04-25,879.64,Purchase,Entertainment
T23447,C10736,2025-01-24,149.74,Purchase,Food
T23448,C10301,2025-08-29,568.57,Payment,Travel
T23449,C10169,2025-12-18,431.85,Purchase,Utilities
T23450,C10645,2025-12-19,362.41,Payment,Travel
T23451,C10040,2025-12-16,673.89,Withdrawal,Food
T23452,C10230,2025-04-04,806.6,Payment,Travel
T23453,C10408,2025-11-23,1069.87,Purchase,Retail
T23454,C10737,2025-02-22,4270.93,Transfer,Retail
T23455,C10650,2026-01-05,3517.49,Payment,Retail
T23456,C10621,2025-04-04,356.08,Purchase,Healthcare
T23457,C10996,2026-03-21,1682.55,Purchase,Healthcare
T23458,C10296,2025-10-17,492.87,Purchase,Utilities
T23459,C10454,2025-12-24,1271.45,Purchase,Entertainment
T23460,C10056,2025-03-02,4068.3,Withdrawal,Utilities
T23461,C10941,2026-04-24,674.3,Withdrawal,Entertainment
T23462,C10634,2025-09-09,408.56,Purchase,Retail
T23463,C10239,2026-07-20,1154.57,Purchase,Retail
